"FREQ";"Y";"r xyce/V(VIN)";"i xyce/V(VIN)"
2.5e+11;0.00039397;-2.30884e-09;-9.16584e-10
-2.5e+11;0.000413568;-2.93888e-09;1.16967e-09
-2e+11;0.000413568;4.66443e-08;-1.85359e-08
-1.5e+11;0.000413568;1.00338e-06;1.28545e-06
-1e+11;0.000413568;-3.95487e-05;-6.29099e-05
-5e+10;0.000413568;0.00248287;0.0145981
0;0.000413568;1.27941;0
5e+10;0.000413568;0.00248287;-0.0145981
1e+11;0.000413568;-3.95487e-05;6.29099e-05
1.5e+11;0.000413568;1.00338e-06;-1.28545e-06
2e+11;0.000413568;4.66443e-08;1.85359e-08
2.5e+11;0.000413568;-2.93888e-09;-1.16967e-09
-2.5e+11;0.000433166;-3.69905e-09;1.47643e-09
-2e+11;0.000433166;5.61874e-08;-2.22433e-08
-1.5e+11;0.000433166;1.15371e-06;1.47835e-06
-1e+11;0.000433166;-4.33941e-05;-6.90446e-05
-5e+10;0.000433166;0.00260003;0.0152898
0;0.000433166;1.28148;0
5e+10;0.000433166;0.00260003;-0.0152898
1e+11;0.000433166;-4.33941e-05;6.90446e-05
1.5e+11;0.000433166;1.15371e-06;-1.47835e-06
2e+11;0.000433166;5.61874e-08;2.22433e-08
2.5e+11;0.000433166;-3.69905e-09;-1.47643e-09
-2.5e+11;0.000452764;-4.60846e-09;1.84527e-09
-2e+11;0.000452764;6.71331e-08;-2.64692e-08
-1.5e+11;0.000452764;1.31848e-06;1.68982e-06
-1e+11;0.000452764;-4.74189e-05;-7.54693e-05
-5e+10;0.000452764;0.00271712;0.0159814
0;0.000452764;1.28265;0
5e+10;0.000452764;0.00271712;-0.0159814
1e+11;0.000452764;-4.74189e-05;7.54693e-05
1.5e+11;0.000452764;1.31848e-06;-1.68982e-06
2e+11;0.000452764;6.71331e-08;2.64692e-08
2.5e+11;0.000452764;-4.60846e-09;-1.84527e-09
-2.5e+11;0.000472362;-5.68793e-09;2.28547e-09
-2e+11;0.000472362;7.96147e-08;-3.1256e-08
-1.5e+11;0.000472362;1.49839e-06;1.92078e-06
-1e+11;0.000472362;-5.1623e-05;-8.21846e-05
-5e+10;0.000472362;0.00283415;0.016673
0;0.000472362;1.28419;0
5e+10;0.000472362;0.00283415;-0.016673
1e+11;0.000472362;-5.1623e-05;8.21846e-05
1.5e+11;0.000472362;1.49839e-06;-1.92078e-06
2e+11;0.000472362;7.96147e-08;3.1256e-08
2.5e+11;0.000472362;-5.68793e-09;-2.28547e-09
-2.5e+11;0.00049196;-6.96017e-09;2.8073e-09
-2e+11;0.00049196;9.37721e-08;-3.66471e-08
-1.5e+11;0.00049196;1.69415e-06;2.1721e-06
-1e+11;0.00049196;-5.60066e-05;-8.91916e-05
-5e+10;0.00049196;0.00295111;0.0173647
0;0.00049196;1.28548;0
5e+10;0.00049196;0.00295111;-0.0173647
1e+11;0.00049196;-5.60066e-05;8.91916e-05
1.5e+11;0.00049196;1.69415e-06;-2.1721e-06
2e+11;0.00049196;9.37721e-08;3.66471e-08
2.5e+11;0.00049196;-6.96017e-09;-2.8073e-09
-2.5e+11;0.000511558;-8.44978e-09;3.4221e-09
-2e+11;0.000511558;1.09752e-07;-4.26863e-08
-1.5e+11;0.000511558;1.90645e-06;2.44471e-06
-1e+11;0.000511558;-6.05698e-05;-9.6491e-05
-5e+10;0.000511558;0.00306799;0.0180563
0;0.000511558;1.28643;0
5e+10;0.000511558;0.00306799;-0.0180563
1e+11;0.000511558;-6.05698e-05;9.6491e-05
1.5e+11;0.000511558;1.90645e-06;-2.44471e-06
2e+11;0.000511558;1.09752e-07;4.26863e-08
2.5e+11;0.000511558;-8.44978e-09;-3.4221e-09
-2.5e+11;0.000531156;-1.01834e-08;4.1423e-09
-2e+11;0.000531156;1.27707e-07;-4.94175e-08
-1.5e+11;0.000531156;2.13602e-06;2.7395e-06
-1e+11;0.000531156;-6.53125e-05;-0.000104084
-5e+10;0.000531156;0.0031848;0.0187479
0;0.000531156;1.28845;0
5e+10;0.000531156;0.0031848;-0.0187479
1e+11;0.000531156;-6.53125e-05;0.000104084
1.5e+11;0.000531156;2.13602e-06;-2.7395e-06
2e+11;0.000531156;1.27707e-07;4.94175e-08
2.5e+11;0.000531156;-1.01834e-08;-4.1423e-09
-2.5e+11;0.000550754;-1.21897e-08;4.98158e-09
-2e+11;0.000550754;1.47798e-07;-5.6885e-08
-1.5e+11;0.000550754;2.38358e-06;3.0574e-06
-1e+11;0.000550754;-7.0235e-05;-0.000111971
-5e+10;0.000550754;0.00330153;0.0194396
0;0.000550754;1.28904;0
5e+10;0.000550754;0.00330153;-0.0194396
1e+11;0.000550754;-7.0235e-05;0.000111971
1.5e+11;0.000550754;2.38358e-06;-3.0574e-06
2e+11;0.000550754;1.47798e-07;5.6885e-08
2.5e+11;0.000550754;-1.21897e-08;-4.98158e-09
-2.5e+11;0.000570352;-1.44997e-08;5.95489e-09
-2e+11;0.000570352;1.70191e-07;-6.51326e-08
-1.5e+11;0.000570352;2.64986e-06;3.39932e-06
-1e+11;0.000570352;-7.5337e-05;-0.000120154
-5e+10;0.000570352;0.00341818;0.0201313
0;0.000570352;1.29115;0
5e+10;0.000570352;0.00341818;-0.0201313
1e+11;0.000570352;-7.5337e-05;0.000120154
1.5e+11;0.000570352;2.64986e-06;-3.39932e-06
2e+11;0.000570352;1.70191e-07;6.51326e-08
2.5e+11;0.000570352;-1.44997e-08;-5.95489e-09
-2.5e+11;0.00058995;-1.71465e-08;7.07856e-09
-2e+11;0.00058995;1.9506e-07;-7.42036e-08
-1.5e+11;0.00058995;2.93561e-06;3.7662e-06
-1e+11;0.00058995;-8.06187e-05;-0.000128633
-5e+10;0.00058995;0.00353475;0.020823
0;0.00058995;1.29296;0
5e+10;0.00058995;0.00353475;-0.020823
1e+11;0.00058995;-8.06187e-05;0.000128633
1.5e+11;0.00058995;2.93561e-06;-3.7662e-06
2e+11;0.00058995;1.9506e-07;7.42036e-08
2.5e+11;0.00058995;-1.71465e-08;-7.07856e-09
-2.5e+11;0.000609548;-2.01657e-08;8.37041e-09
-2e+11;0.000609548;2.22587e-07;-8.41407e-08
-1.5e+11;0.000609548;3.24157e-06;4.15896e-06
-1e+11;0.000609548;-8.608e-05;-0.000137409
-5e+10;0.000609548;0.00365124;0.0215147
0;0.000609548;1.29454;0
5e+10;0.000609548;0.00365124;-0.0215147
1e+11;0.000609548;-8.608e-05;0.000137409
1.5e+11;0.000609548;3.24157e-06;-4.15896e-06
2e+11;0.000609548;2.22587e-07;8.41407e-08
2.5e+11;0.000609548;-2.01657e-08;-8.37041e-09
-2.5e+11;0.000629146;-2.35952e-08;9.84983e-09
-2e+11;0.000629146;2.52959e-07;-9.4985e-08
-1.5e+11;0.000629146;3.56851e-06;4.57854e-06
-1e+11;0.000629146;-9.17208e-05;-0.000146484
-5e+10;0.000629146;0.00376763;0.0222065
0;0.000629146;1.29609;0
5e+10;0.000629146;0.00376763;-0.0222065
1e+11;0.000629146;-9.17208e-05;0.000146484
1.5e+11;0.000629146;3.56851e-06;-4.57854e-06
2e+11;0.000629146;2.52959e-07;9.4985e-08
2.5e+11;0.000629146;-2.35952e-08;-9.84983e-09
-2.5e+11;0.000648744;-2.74758e-08;1.15379e-08
-2e+11;0.000648744;2.86371e-07;-1.06776e-07
-1.5e+11;0.000648744;3.9172e-06;5.02588e-06
-1e+11;0.000648744;-9.75409e-05;-0.000155859
-5e+10;0.000648744;0.00388395;0.0228984
0;0.000648744;1.29759;0
5e+10;0.000648744;0.00388395;-0.0228984
1e+11;0.000648744;-9.75409e-05;0.000155859
1.5e+11;0.000648744;3.9172e-06;-5.02588e-06
2e+11;0.000648744;2.86371e-07;1.06776e-07
2.5e+11;0.000648744;-2.74758e-08;-1.15379e-08
-2.5e+11;0.000668342;-3.18507e-08;1.34575e-08
-2e+11;0.000668342;3.23028e-07;-1.19553e-07
-1.5e+11;0.000668342;4.28842e-06;5.50194e-06
-1e+11;0.000668342;-0.00010354;-0.000165536
-5e+10;0.000668342;0.00400017;0.0235903
0;0.000668342;1.29854;0
5e+10;0.000668342;0.00400017;-0.0235903
1e+11;0.000668342;-0.00010354;0.000165536
1.5e+11;0.000668342;4.28842e-06;-5.50194e-06
2e+11;0.000668342;3.23028e-07;1.19553e-07
2.5e+11;0.000668342;-3.18507e-08;-1.34575e-08
-2.5e+11;0.00068794;-3.67661e-08;1.56335e-08
-2e+11;0.00068794;3.63139e-07;-1.33349e-07
-1.5e+11;0.00068794;4.68298e-06;6.00765e-06
-1e+11;0.00068794;-0.000109719;-0.000175514
-5e+10;0.00068794;0.0041163;0.0242822
0;0.00068794;1.29982;0
5e+10;0.00068794;0.0041163;-0.0242822
1e+11;0.00068794;-0.000109719;0.000175514
1.5e+11;0.00068794;4.68298e-06;-6.00765e-06
2e+11;0.00068794;3.63139e-07;1.33349e-07
2.5e+11;0.00068794;-3.67661e-08;-1.56335e-08
-2.5e+11;0.000707538;-4.22712e-08;1.80926e-08
-2e+11;0.000707538;4.06922e-07;-1.48197e-07
-1.5e+11;0.000707538;5.10169e-06;6.54398e-06
-1e+11;0.000707538;-0.000116076;-0.000185796
-5e+10;0.000707538;0.00423234;0.0249743
0;0.000707538;1.30166;0
5e+10;0.000707538;0.00423234;-0.0249743
1e+11;0.000707538;-0.000116076;0.000185796
1.5e+11;0.000707538;5.10169e-06;-6.54398e-06
2e+11;0.000707538;4.06922e-07;1.48197e-07
2.5e+11;0.000707538;-4.22712e-08;-1.80926e-08
-2.5e+11;0.000727136;-4.8418e-08;2.08639e-08
-2e+11;0.000727136;4.54604e-07;-1.64126e-07
-1.5e+11;0.000727136;5.54538e-06;7.11188e-06
-1e+11;0.000727136;-0.000122612;-0.000196383
-5e+10;0.000727136;0.00434829;0.0256664
0;0.000727136;1.30224;0
5e+10;0.000727136;0.00434829;-0.0256664
1e+11;0.000727136;-0.000122612;0.000196383
1.5e+11;0.000727136;5.54538e-06;-7.11188e-06
2e+11;0.000727136;4.54604e-07;1.64126e-07
2.5e+11;0.000727136;-4.8418e-08;-2.08639e-08
-2.5e+11;0.000746734;-5.52621e-08;2.39788e-08
-2e+11;0.000746734;5.06418e-07;-1.81161e-07
-1.5e+11;0.000746734;6.01488e-06;7.71231e-06
-1e+11;0.000746734;-0.000129326;-0.000207277
-5e+10;0.000746734;0.00446414;0.0263586
0;0.000746734;1.30377;0
5e+10;0.000746734;0.00446414;-0.0263586
1e+11;0.000746734;-0.000129326;0.000207277
1.5e+11;0.000746734;6.01488e-06;-7.71231e-06
2e+11;0.000746734;5.06418e-07;1.81161e-07
2.5e+11;0.000746734;-5.52621e-08;-2.39788e-08
-2.5e+11;0.000766332;-6.28624e-08;2.74711e-08
-2e+11;0.000766332;5.62608e-07;-1.99321e-07
-1.5e+11;0.000766332;6.51107e-06;8.34625e-06
-1e+11;0.000766332;-0.000136218;-0.000218479
-5e+10;0.000766332;0.00457989;0.0270509
0;0.000766332;0.856975;0
5e+10;0.000766332;0.00457989;-0.0270509
1e+11;0.000766332;-0.000136218;0.000218479
1.5e+11;0.000766332;6.51107e-06;-8.34625e-06
2e+11;0.000766332;5.62608e-07;1.99321e-07
2.5e+11;0.000766332;-6.28624e-08;-2.74711e-08
-2.5e+11;0.00078593;-7.12814e-08;3.13773e-08
-2e+11;0.00078593;6.23423e-07;-2.1862e-07
-1.5e+11;0.00078593;7.03481e-06;9.01466e-06
-1e+11;0.00078593;-0.000143288;-0.00022999
-5e+10;0.00078593;0.00469555;0.0277433
0;0.00078593;1.30639;0
5e+10;0.00078593;0.00469555;-0.0277433
1e+11;0.00078593;-0.000143288;0.00022999
1.5e+11;0.00078593;7.03481e-06;-9.01466e-06
2e+11;0.00078593;6.23423e-07;2.1862e-07
2.5e+11;0.00078593;-7.12814e-08;-3.13773e-08
-2.5e+11;0.000805528;-8.05854e-08;3.57366e-08
-2e+11;0.000805528;6.89124e-07;-2.39066e-07
-1.5e+11;0.000805528;7.58701e-06;9.71851e-06
-1e+11;0.000805528;-0.000150534;-0.000241812
-5e+10;0.000805528;0.00481111;0.0284359
0;0.000805528;1.75686;0
5e+10;0.000805528;0.00481111;-0.0284359
1e+11;0.000805528;-0.000150534;0.000241812
1.5e+11;0.000805528;7.58701e-06;-9.71851e-06
2e+11;0.000805528;6.89124e-07;2.39066e-07
2.5e+11;0.000805528;-8.05854e-08;-3.57366e-08
-2.5e+11;0.000825126;-9.08448e-08;4.05914e-08
-2e+11;0.000825126;7.59978e-07;-2.60661e-07
-1.5e+11;0.000825126;8.1686e-06;1.04588e-05
-1e+11;0.000825126;-0.000157957;-0.000253946
-5e+10;0.000825126;0.00492657;0.0291286
0;0.000825126;1.30956;0
5e+10;0.000825126;0.00492657;-0.0291286
1e+11;0.000825126;-0.000157957;0.000253946
1.5e+11;0.000825126;8.1686e-06;-1.04588e-05
2e+11;0.000825126;7.59978e-07;2.60661e-07
2.5e+11;0.000825126;-9.08448e-08;-4.05914e-08
-2.5e+11;0.000844724;-1.02134e-07;4.59871e-08
-2e+11;0.000844724;8.36263e-07;-2.83396e-07
-1.5e+11;0.000844724;8.7805e-06;1.12364e-05
-1e+11;0.000844724;-0.000165555;-0.000266395
-5e+10;0.000844724;0.00504193;0.0298215
0;0.000844724;1.31084;0
5e+10;0.000844724;0.00504193;-0.0298215
1e+11;0.000844724;-0.000165555;0.000266395
1.5e+11;0.000844724;8.7805e-06;-1.12364e-05
2e+11;0.000844724;8.36263e-07;2.83396e-07
2.5e+11;0.000844724;-1.02134e-07;-4.59871e-08
-2.5e+11;0.000864322;-1.14533e-07;5.19725e-08
-2e+11;0.000864322;9.18266e-07;-3.07256e-07
-1.5e+11;0.000864322;9.4237e-06;1.20525e-05
-1e+11;0.000864322;-0.000173329;-0.00027916
-5e+10;0.000864322;0.00515719;0.0305145
0;0.000864322;1.31255;0
5e+10;0.000864322;0.00515719;-0.0305145
1e+11;0.000864322;-0.000173329;0.00027916
1.5e+11;0.000864322;9.4237e-06;-1.20525e-05
2e+11;0.000864322;9.18266e-07;3.07256e-07
2.5e+11;0.000864322;-1.14533e-07;-5.19725e-08
-2.5e+11;0.00088392;-1.28125e-07;5.86002e-08
-2e+11;0.00088392;1.00628e-06;-3.32212e-07
-1.5e+11;0.00088392;1.00992e-05;1.29078e-05
-1e+11;0.00088392;-0.000181277;-0.000292243
-5e+10;0.00088392;0.00527235;0.0312077
0;0.00088392;1.31379;0
5e+10;0.00088392;0.00527235;-0.0312077
1e+11;0.00088392;-0.000181277;0.000292243
1.5e+11;0.00088392;1.00992e-05;-1.29078e-05
2e+11;0.00088392;1.00628e-06;3.32212e-07
2.5e+11;0.00088392;-1.28125e-07;-5.86002e-08
-2.5e+11;0.000903518;-1.43e-07;6.59264e-08
-2e+11;0.000903518;1.10062e-06;-3.58228e-07
-1.5e+11;0.000903518;1.0808e-05;1.38035e-05
-1e+11;0.000903518;-0.000189398;-0.000305646
-5e+10;0.000903518;0.0053874;0.0319011
0;0.000903518;1.31443;0
5e+10;0.000903518;0.0053874;-0.0319011
1e+11;0.000903518;-0.000189398;0.000305646
1.5e+11;0.000903518;1.0808e-05;-1.38035e-05
2e+11;0.000903518;1.10062e-06;3.58228e-07
2.5e+11;0.000903518;-1.43e-07;-6.59264e-08
-2.5e+11;0.000923116;-1.59253e-07;7.40117e-08
-2e+11;0.000923116;1.20159e-06;-3.85252e-07
-1.5e+11;0.000923116;1.15512e-05;1.47406e-05
-1e+11;0.000923116;-0.000197692;-0.00031937
-5e+10;0.000923116;0.00550235;0.0325948
0;0.000923116;1.31616;0
5e+10;0.000923116;0.00550235;-0.0325948
1e+11;0.000923116;-0.000197692;0.00031937
1.5e+11;0.000923116;1.15512e-05;-1.47406e-05
2e+11;0.000923116;1.20159e-06;3.85252e-07
2.5e+11;0.000923116;-1.59253e-07;-7.40117e-08
-2.5e+11;0.000942714;-1.76984e-07;8.29208e-08
-2e+11;0.000942714;1.30952e-06;-4.13219e-07
-1.5e+11;0.000942714;1.23298e-05;1.57199e-05
-1e+11;0.000942714;-0.000206157;-0.000333418
-5e+10;0.000942714;0.0056172;0.0332887
0;0.000942714;1.76528;0
5e+10;0.000942714;0.0056172;-0.0332887
1e+11;0.000942714;-0.000206157;0.000333418
1.5e+11;0.000942714;1.23298e-05;-1.57199e-05
2e+11;0.000942714;1.30952e-06;4.13219e-07
2.5e+11;0.000942714;-1.76984e-07;-8.29208e-08
-2.5e+11;0.000962312;-1.963e-07;9.27233e-08
-2e+11;0.000962312;1.42476e-06;-4.42046e-07
-1.5e+11;0.000962312;1.3145e-05;1.67425e-05
-1e+11;0.000962312;-0.000214793;-0.000347792
-5e+10;0.000962312;0.00573194;0.0339828
0;0.000962312;1.31922;0
5e+10;0.000962312;0.00573194;-0.0339828
1e+11;0.000962312;-0.000214793;0.000347792
1.5e+11;0.000962312;1.3145e-05;-1.67425e-05
2e+11;0.000962312;1.42476e-06;4.42046e-07
2.5e+11;0.000962312;-1.963e-07;-9.27233e-08
-2.5e+11;0.00098191;-2.17317e-07;1.03494e-07
-2e+11;0.00098191;1.54764e-06;-4.71636e-07
-1.5e+11;0.00098191;1.39979e-05;1.78093e-05
-1e+11;0.00098191;-0.000223598;-0.000362494
-5e+10;0.00098191;0.00584657;0.0346772
0;0.00098191;1.32066;0
5e+10;0.00098191;0.00584657;-0.0346772
1e+11;0.00098191;-0.000223598;0.000362494
1.5e+11;0.00098191;1.39979e-05;-1.78093e-05
2e+11;0.00098191;1.54764e-06;4.71636e-07
2.5e+11;0.00098191;-2.17317e-07;-1.03494e-07
-2.5e+11;0.00100151;-2.40157e-07;1.15312e-07
-2e+11;0.00100151;1.67854e-06;-5.01868e-07
-1.5e+11;0.00100151;1.48897e-05;1.89214e-05
-1e+11;0.00100151;-0.00023257;-0.000377526
-5e+10;0.00100151;0.0059611;0.0353719
0;0.00100151;1.32212;0
5e+10;0.00100151;0.0059611;-0.0353719
1e+11;0.00100151;-0.00023257;0.000377526
1.5e+11;0.00100151;1.48897e-05;-1.89214e-05
2e+11;0.00100151;1.67854e-06;5.01868e-07
2.5e+11;0.00100151;-2.40157e-07;-1.15312e-07
