"FREQ";"Y";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;0.00102111;-2.64948e-07;1.28263e-07
-2e+11;0.00102111;1.81782e-06;-5.32603e-07
-1.5e+11;0.00102111;1.58218e-05;2.00798e-05
-1e+11;0.00102111;-0.000241709;-0.00039289
-5e+10;0.00102111;0.00607553;0.0360669
0;0.00102111;1.32382;0
5e+10;0.00102111;0.00607553;-0.0360669
1e+11;0.00102111;-0.000241709;0.00039289
1.5e+11;0.00102111;1.58218e-05;-2.00798e-05
2e+11;0.00102111;1.81782e-06;5.32603e-07
2.5e+11;0.00102111;-2.64948e-07;-1.28263e-07
-2.5e+11;0.0010407;-2.91831e-07;1.42438e-07
-2e+11;0.0010407;1.96588e-06;-5.63675e-07
-1.5e+11;0.0010407;1.67953e-05;2.12854e-05
-1e+11;0.0010407;-0.000251013;-0.00040859
-5e+10;0.0010407;0.00618985;0.0367622
0;0.0010407;1.32534;0
5e+10;0.0010407;0.00618985;-0.0367622
1e+11;0.0010407;-0.000251013;0.00040859
1.5e+11;0.0010407;1.67953e-05;-2.12854e-05
2e+11;0.0010407;1.96588e-06;5.63675e-07
2.5e+11;0.0010407;-2.91831e-07;-1.42438e-07
-2.5e+11;0.0010603;-3.20954e-07;1.57937e-07
-2e+11;0.0010603;2.12311e-06;-5.94893e-07
-1.5e+11;0.0010603;1.78117e-05;2.25392e-05
-1e+11;0.0010603;-0.00026048;-0.000424627
-5e+10;0.0010603;0.00630406;0.0374579
0;0.0010603;1.32686;0
5e+10;0.0010603;0.00630406;-0.0374579
1e+11;0.0010603;-0.00026048;0.000424627
1.5e+11;0.0010603;1.78117e-05;-2.25392e-05
2e+11;0.0010603;2.12311e-06;5.94893e-07
2.5e+11;0.0010603;-3.20954e-07;-1.57937e-07
-2.5e+11;0.0010799;-3.52478e-07;1.74863e-07
-2e+11;0.0010799;2.28992e-06;-6.26034e-07
-1.5e+11;0.0010799;1.88723e-05;2.38421e-05
-1e+11;0.0010799;-0.000270109;-0.000441004
-5e+10;0.0010799;0.00641816;0.038154
0;0.0010799;1.32838;0
5e+10;0.0010799;0.00641816;-0.038154
1e+11;0.0010799;-0.000270109;0.000441004
1.5e+11;0.0010799;1.88723e-05;-2.38421e-05
2e+11;0.0010799;2.28992e-06;6.26034e-07
2.5e+11;0.0010799;-3.52478e-07;-1.74863e-07
-2.5e+11;0.0010995;-3.86575e-07;1.93329e-07
-2e+11;0.0010995;2.46675e-06;-6.56842e-07
-1.5e+11;0.0010995;1.99787e-05;2.51953e-05
-1e+11;0.0010995;-0.000279897;-0.000457725
-5e+10;0.0010995;0.00653216;0.0388504
0;0.0010995;0.881658;0
5e+10;0.0010995;0.00653216;-0.0388504
1e+11;0.0010995;-0.000279897;0.000457725
1.5e+11;0.0010995;1.99787e-05;-2.51953e-05
2e+11;0.0010995;2.46675e-06;6.56842e-07
2.5e+11;0.0010995;-3.86575e-07;-1.93329e-07
-2.5e+11;0.0011191;-4.23429e-07;2.13455e-07
-2e+11;0.0011191;2.65404e-06;-6.87027e-07
-1.5e+11;0.0011191;2.11322e-05;2.65997e-05
-1e+11;0.0011191;-0.000289842;-0.000474791
-5e+10;0.0011191;0.00664605;0.0395473
0;0.0011191;1.33282;0
5e+10;0.0011191;0.00664605;-0.0395473
1e+11;0.0011191;-0.000289842;0.000474791
1.5e+11;0.0011191;2.11322e-05;-2.65997e-05
2e+11;0.0011191;2.65404e-06;6.87027e-07
2.5e+11;0.0011191;-4.23429e-07;-2.13455e-07
-2.5e+11;0.00113869;-4.6324e-07;2.3537e-07
-2e+11;0.00113869;2.85226e-06;-7.16254e-07
-1.5e+11;0.00113869;2.23347e-05;2.80562e-05
-1e+11;0.00113869;-0.000299943;-0.000492206
-5e+10;0.00113869;0.00675983;0.0402446
0;0.00113869;1.33385;0
5e+10;0.00113869;0.00675983;-0.0402446
1e+11;0.00113869;-0.000299943;0.000492206
1.5e+11;0.00113869;2.23347e-05;-2.80562e-05
2e+11;0.00113869;2.85226e-06;7.16254e-07
2.5e+11;0.00113869;-4.6324e-07;-2.3537e-07
-2.5e+11;0.00115829;-5.06224e-07;2.59213e-07
-2e+11;0.00115829;3.06188e-06;-7.44146e-07
-1.5e+11;0.00115829;2.35877e-05;2.9566e-05
-1e+11;0.00115829;-0.000310196;-0.000509974
-5e+10;0.00115829;0.0068735;0.0409424
0;0.00115829;1.33631;0
5e+10;0.00115829;0.0068735;-0.0409424
1e+11;0.00115829;-0.000310196;0.000509974
1.5e+11;0.00115829;2.35877e-05;-2.9566e-05
2e+11;0.00115829;3.06188e-06;7.44146e-07
2.5e+11;0.00115829;-5.06224e-07;-2.59213e-07
-2.5e+11;0.00117789;-5.52615e-07;2.85131e-07
-2e+11;0.00117789;3.2834e-06;-7.70272e-07
-1.5e+11;0.00117789;2.48931e-05;3.11299e-05
-1e+11;0.00117789;-0.0003206;-0.000528096
-5e+10;0.00117789;0.00698705;0.0416407
0;0.00117789;1.33712;0
5e+10;0.00117789;0.00698705;-0.0416407
1e+11;0.00117789;-0.0003206;0.000528096
1.5e+11;0.00117789;2.48931e-05;-3.11299e-05
2e+11;0.00117789;3.2834e-06;7.70272e-07
2.5e+11;0.00117789;-5.52615e-07;-2.85131e-07
-2.5e+11;0.00119749;-6.02669e-07;3.13281e-07
-2e+11;0.00119749;3.51734e-06;-7.94145e-07
-1.5e+11;0.00119749;2.62526e-05;3.2749e-05
-1e+11;0.00119749;-0.000331151;-0.000546578
-5e+10;0.00119749;0.0071005;0.0423395
0;0.00119749;1.33825;0
5e+10;0.00119749;0.0071005;-0.0423395
1e+11;0.00119749;-0.000331151;0.000546578
1.5e+11;0.00119749;2.62526e-05;-3.2749e-05
2e+11;0.00119749;3.51734e-06;7.94145e-07
2.5e+11;0.00119749;-6.02669e-07;-3.13281e-07
-2.5e+11;0.00121709;-6.56662e-07;3.43834e-07
-2e+11;0.00121709;3.76425e-06;-8.15217e-07
-1.5e+11;0.00121709;2.76684e-05;3.44244e-05
-1e+11;0.00121709;-0.000341847;-0.000565422
-5e+10;0.00121709;0.00721384;0.0430389
0;0.00121709;1.3399;0
5e+10;0.00121709;0.00721384;-0.0430389
1e+11;0.00121709;-0.000341847;0.000565422
1.5e+11;0.00121709;2.76684e-05;-3.44244e-05
2e+11;0.00121709;3.76425e-06;8.15217e-07
2.5e+11;0.00121709;-6.56662e-07;-3.43834e-07
-2.5e+11;0.00123668;-7.14898e-07;3.76972e-07
-2e+11;0.00123668;4.02467e-06;-8.32867e-07
-1.5e+11;0.00123668;2.91425e-05;3.6157e-05
-1e+11;0.00123668;-0.000352684;-0.000584633
-5e+10;0.00123668;0.00732706;0.0437388
0;0.00123668;1.34151;0
5e+10;0.00123668;0.00732706;-0.0437388
1e+11;0.00123668;-0.000352684;0.000584633
1.5e+11;0.00123668;2.91425e-05;-3.6157e-05
2e+11;0.00123668;4.02467e-06;8.32867e-07
2.5e+11;0.00123668;-7.14898e-07;-3.76972e-07
-2.5e+11;0.00125628;-7.77709e-07;4.12888e-07
-2e+11;0.00125628;4.2992e-06;-8.46395e-07
-1.5e+11;0.00125628;3.06772e-05;3.79479e-05
-1e+11;0.00125628;-0.000363659;-0.000604215
-5e+10;0.00125628;0.00744017;0.0444394
0;0.00125628;1.34327;0
5e+10;0.00125628;0.00744017;-0.0444394
1e+11;0.00125628;-0.000363659;0.000604215
1.5e+11;0.00125628;3.06772e-05;-3.79479e-05
2e+11;0.00125628;4.2992e-06;8.46395e-07
2.5e+11;0.00125628;-7.77709e-07;-4.12888e-07
-2.5e+11;0.00127588;-8.45462e-07;4.51791e-07
-2e+11;0.00127588;4.58846e-06;-8.55012e-07
-1.5e+11;0.00127588;3.22748e-05;3.97981e-05
-1e+11;0.00127588;-0.000374769;-0.000624171
-5e+10;0.00127588;0.00755316;0.0451406
0;0.00127588;1.34551;0
5e+10;0.00127588;0.00755316;-0.0451406
1e+11;0.00127588;-0.000374769;0.000624171
1.5e+11;0.00127588;3.22748e-05;-3.97981e-05
2e+11;0.00127588;4.58846e-06;8.55012e-07
2.5e+11;0.00127588;-8.45462e-07;-4.51791e-07
-2.5e+11;0.00129548;-9.18562e-07;4.93905e-07
-2e+11;0.00129548;4.89307e-06;-8.57828e-07
-1.5e+11;0.00129548;3.3938e-05;4.17089e-05
-1e+11;0.00129548;-0.00038601;-0.000644507
-5e+10;0.00129548;0.00766604;0.0458425
0;0.00129548;1.79418;0
5e+10;0.00129548;0.00766604;-0.0458425
1e+11;0.00129548;-0.00038601;0.000644507
1.5e+11;0.00129548;3.3938e-05;-4.17089e-05
2e+11;0.00129548;4.89307e-06;8.57828e-07
2.5e+11;0.00129548;-9.18562e-07;-4.93905e-07
-2.5e+11;0.00131508;-9.97455e-07;5.39469e-07
-2e+11;0.00131508;5.21372e-06;-8.53839e-07
-1.5e+11;0.00131508;3.56693e-05;4.36811e-05
-1e+11;0.00131508;-0.000397378;-0.000665227
-5e+10;0.00131508;0.00777879;0.046545
0;0.00131508;1.34699;0
5e+10;0.00131508;0.00777879;-0.046545
1e+11;0.00131508;-0.000397378;0.000665227
1.5e+11;0.00131508;3.56693e-05;-4.36811e-05
2e+11;0.00131508;5.21372e-06;8.53839e-07
2.5e+11;0.00131508;-9.97455e-07;-5.39469e-07
-2.5e+11;0.00133467;-1.08264e-06;5.8874e-07
-2e+11;0.00133467;5.55109e-06;-8.41913e-07
-1.5e+11;0.00133467;3.74718e-05;4.57161e-05
-1e+11;0.00133467;-0.000408868;-0.000686337
-5e+10;0.00133467;0.00789143;0.0472483
0;0.00133467;1.34859;0
5e+10;0.00133467;0.00789143;-0.0472483
1e+11;0.00133467;-0.000408868;0.000686337
1.5e+11;0.00133467;3.74718e-05;-4.57161e-05
2e+11;0.00133467;5.55109e-06;8.41913e-07
2.5e+11;0.00133467;-1.08264e-06;-5.8874e-07
-2.5e+11;0.00135427;-1.17467e-06;6.41992e-07
-2e+11;0.00135427;5.90593e-06;-8.20772e-07
-1.5e+11;0.00135427;3.93486e-05;4.7815e-05
-1e+11;0.00135427;-0.000420475;-0.000707842
-5e+10;0.00135427;0.00800394;0.0479524
0;0.00135427;1.35022;0
5e+10;0.00135427;0.00800394;-0.0479524
1e+11;0.00135427;-0.000420475;0.000707842
1.5e+11;0.00135427;3.93486e-05;-4.7815e-05
2e+11;0.00135427;5.90593e-06;8.20772e-07
2.5e+11;0.00135427;-1.17467e-06;-6.41992e-07
-2.5e+11;0.00137387;-1.27418e-06;6.9952e-07
-2e+11;0.00137387;6.27901e-06;-7.88968e-07
-1.5e+11;0.00137387;4.13031e-05;4.99789e-05
-1e+11;0.00137387;-0.000432195;-0.000729748
-5e+10;0.00137387;0.00811632;0.0486573
0;0.00137387;1.35131;0
5e+10;0.00137387;0.00811632;-0.0486573
1e+11;0.00137387;-0.000432195;0.000729748
1.5e+11;0.00137387;4.13031e-05;-4.99789e-05
2e+11;0.00137387;6.27901e-06;7.88968e-07
2.5e+11;0.00137387;-1.27418e-06;-6.9952e-07
-2.5e+11;0.00139347;-1.38187e-06;7.61637e-07
-2e+11;0.00139347;6.67113e-06;-7.44864e-07
-1.5e+11;0.00139347;4.33391e-05;5.22093e-05
-1e+11;0.00139347;-0.000444022;-0.000752062
-5e+10;0.00139347;0.00822858;0.0493631
0;0.00139347;1.35322;0
5e+10;0.00139347;0.00822858;-0.0493631
1e+11;0.00139347;-0.000444022;0.000752062
1.5e+11;0.00139347;4.33391e-05;-5.22093e-05
2e+11;0.00139347;6.67113e-06;7.44864e-07
2.5e+11;0.00139347;-1.38187e-06;-7.61637e-07
-2.5e+11;0.00141307;-1.49854e-06;8.28682e-07
-2e+11;0.00141307;7.08316e-06;-6.86599e-07
-1.5e+11;0.00141307;4.54605e-05;5.45074e-05
-1e+11;0.00141307;-0.00045595;-0.00077479
-5e+10;0.00141307;0.0083407;0.0500697
0;0.00141307;1.35477;0
5e+10;0.00141307;0.0083407;-0.0500697
1e+11;0.00141307;-0.00045595;0.00077479
1.5e+11;0.00141307;4.54605e-05;-5.45074e-05
2e+11;0.00141307;7.08316e-06;6.86599e-07
2.5e+11;0.00141307;-1.49854e-06;-8.28682e-07
-2.5e+11;0.00143266;-1.62509e-06;9.01012e-07
-2e+11;0.00143266;7.51599e-06;-6.12057e-07
-1.5e+11;0.00143266;4.76717e-05;5.68747e-05
-1e+11;0.00143266;-0.000467973;-0.00079794
-5e+10;0.00143266;0.00845267;0.0507773
0;0.00143266;1.35633;0
5e+10;0.00143266;0.00845267;-0.0507773
1e+11;0.00143266;-0.000467973;0.00079794
1.5e+11;0.00143266;4.76717e-05;-5.68747e-05
2e+11;0.00143266;7.51599e-06;6.12057e-07
2.5e+11;0.00143266;-1.62509e-06;-9.01012e-07
-2.5e+11;0.00145226;-1.76257e-06;9.79009e-07
-2e+11;0.00145226;7.97056e-06;-5.18824e-07
-1.5e+11;0.00145226;4.99777e-05;5.93127e-05
-1e+11;0.00145226;-0.000480084;-0.00082152
-5e+10;0.00145226;0.00856451;0.0514858
0;0.00145226;0.909103;0
5e+10;0.00145226;0.00856451;-0.0514858
1e+11;0.00145226;-0.000480084;0.00082152
1.5e+11;0.00145226;4.99777e-05;-5.93127e-05
2e+11;0.00145226;7.97056e-06;5.18824e-07
2.5e+11;0.00145226;-1.76257e-06;-9.79009e-07
-2.5e+11;0.00147186;-1.91218e-06;1.06308e-06
-2e+11;0.00147186;8.44789e-06;-4.04134e-07
-1.5e+11;0.00147186;5.23837e-05;6.18231e-05
-1e+11;0.00147186;-0.000492275;-0.000845538
-5e+10;0.00147186;0.00867619;0.0521953
0;0.00147186;1.35845;0
5e+10;0.00147186;0.00867619;-0.0521953
1e+11;0.00147186;-0.000492275;0.000845538
1.5e+11;0.00147186;5.23837e-05;-6.18231e-05
2e+11;0.00147186;8.44789e-06;4.04134e-07
2.5e+11;0.00147186;-1.91218e-06;-1.06308e-06
-2.5e+11;0.00149146;-2.07532e-06;1.15365e-06
-2e+11;0.00149146;8.94902e-06;-2.64807e-07
-1.5e+11;0.00149146;5.48956e-05;6.44077e-05
-1e+11;0.00149146;-0.000504538;-0.000870005
-5e+10;0.00149146;0.00878772;0.0529059
0;0.00149146;1.36038;0
5e+10;0.00149146;0.00878772;-0.0529059
1e+11;0.00149146;-0.000504538;0.000870005
1.5e+11;0.00149146;5.48956e-05;-6.44077e-05
2e+11;0.00149146;8.94902e-06;2.64807e-07
2.5e+11;0.00149146;-2.07532e-06;-1.15365e-06
-2.5e+11;0.00151106;-2.25361e-06;1.25116e-06
-2e+11;0.00151106;9.47505e-06;-9.71727e-08
-1.5e+11;0.00151106;5.75202e-05;6.70686e-05
-1e+11;0.00151106;-0.000516865;-0.00089493
-5e+10;0.00151106;0.00889908;0.0536176
0;0.00151106;1.36185;0
5e+10;0.00151106;0.00889908;-0.0536176
1e+11;0.00151106;-0.000516865;0.00089493
1.5e+11;0.00151106;5.75202e-05;-6.70686e-05
2e+11;0.00151106;9.47505e-06;9.71727e-08
2.5e+11;0.00151106;-2.25361e-06;-1.25116e-06
-2.5e+11;0.00153065;-2.449e-06;1.35609e-06
-2e+11;0.00153065;1.00272e-05;1.03034e-07
-1.5e+11;0.00153065;6.02648e-05;6.98081e-05
-1e+11;0.00153065;-0.000529244;-0.000920326
-5e+10;0.00153065;0.00901026;0.0543305
0;0.00153065;0.915417;0
5e+10;0.00153065;0.00901026;-0.0543305
1e+11;0.00153065;-0.000529244;0.000920326
1.5e+11;0.00153065;6.02648e-05;-6.98081e-05
2e+11;0.00153065;1.00272e-05;-1.03034e-07
2.5e+11;0.00153065;-2.449e-06;-1.35609e-06
-2.5e+11;0.00155025;-2.66377e-06;1.4689e-06
-2e+11;0.00155025;1.06066e-05;3.40796e-07
-1.5e+11;0.00155025;6.31379e-05;7.26286e-05
-1e+11;0.00155025;-0.000541665;-0.000946206
-5e+10;0.00155025;0.00912125;0.0550446
0;0.00155025;1.36476;0
5e+10;0.00155025;0.00912125;-0.0550446
1e+11;0.00155025;-0.000541665;0.000946206
1.5e+11;0.00155025;6.31379e-05;-7.26286e-05
2e+11;0.00155025;1.06066e-05;-3.40796e-07
2.5e+11;0.00155025;-2.66377e-06;-1.4689e-06
-2.5e+11;0.00156985;-2.90055e-06;1.59013e-06
-2e+11;0.00156985;1.12146e-05;6.21873e-07
-1.5e+11;0.00156985;6.61489e-05;7.55332e-05
-1e+11;0.00156985;-0.000554116;-0.000972583
-5e+10;0.00156985;0.00923204;0.0557599
0;0.00156985;1.36806;0
5e+10;0.00156985;0.00923204;-0.0557599
1e+11;0.00156985;-0.000554116;0.000972583
1.5e+11;0.00156985;6.61489e-05;-7.55332e-05
2e+11;0.00156985;1.12146e-05;-6.21873e-07
2.5e+11;0.00156985;-2.90055e-06;-1.59013e-06
-2.5e+11;0.00158945;-3.1574e-06;1.72319e-06
-2e+11;0.00158945;1.18559e-05;9.49239e-07
-1.5e+11;0.00158945;6.93061e-05;7.85213e-05
-1e+11;0.00158945;-0.000566586;-0.000999473
-5e+10;0.00158945;0.00934263;0.0564766
0;0.00158945;1.37027;0
5e+10;0.00158945;0.00934263;-0.0564766
1e+11;0.00158945;-0.000566586;0.000999473
1.5e+11;0.00158945;6.93061e-05;-7.85213e-05
2e+11;0.00158945;1.18559e-05;-9.49239e-07
2.5e+11;0.00158945;-3.1574e-06;-1.72319e-06
-2.5e+11;0.00160905;-3.42808e-06;1.87329e-06
-2e+11;0.00160905;1.2537e-05;1.32153e-06
-1.5e+11;0.00160905;7.26139e-05;8.15891e-05
-1e+11;0.00160905;-0.000579074;-0.00102688
-5e+10;0.00160905;0.00945299;0.0571947
0;0.00160905;1.37186;0
5e+10;0.00160905;0.00945299;-0.0571947
1e+11;0.00160905;-0.000579074;0.00102688
1.5e+11;0.00160905;7.26139e-05;-8.15891e-05
2e+11;0.00160905;1.2537e-05;-1.32153e-06
2.5e+11;0.00160905;-3.42808e-06;-1.87329e-06
-2.5e+11;0.00162864;-3.71125e-06;2.04089e-06
-2e+11;0.00162864;1.32588e-05;1.73707e-06
-1.5e+11;0.00162864;7.60721e-05;8.47362e-05
-1e+11;0.00162864;-0.000591574;-0.00105482
-5e+10;0.00162864;0.00956315;0.0579141
0;0.00162864;1.37342;0
5e+10;0.00162864;0.00956315;-0.0579141
1e+11;0.00162864;-0.000591574;0.00105482
1.5e+11;0.00162864;7.60721e-05;-8.47362e-05
2e+11;0.00162864;1.32588e-05;-1.73707e-06
2.5e+11;0.00162864;-3.71125e-06;-2.04089e-06
-2.5e+11;0.00164824;-4.00632e-06;2.22568e-06
-2e+11;0.00164824;1.40212e-05;2.19413e-06
-1.5e+11;0.00164824;7.96799e-05;8.79626e-05
-1e+11;0.00164824;-0.000604083;-0.00108329
-5e+10;0.00164824;0.00967309;0.0586351
0;0.00164824;1.37489;0
5e+10;0.00164824;0.00967309;-0.0586351
1e+11;0.00164824;-0.000604083;0.00108329
1.5e+11;0.00164824;7.96799e-05;-8.79626e-05
2e+11;0.00164824;1.40212e-05;-2.19413e-06
2.5e+11;0.00164824;-4.00632e-06;-2.22568e-06
-2.5e+11;0.00166784;-4.31265e-06;2.42739e-06
-2e+11;0.00166784;1.48242e-05;2.69091e-06
-1.5e+11;0.00166784;8.34367e-05;9.12683e-05
-1e+11;0.00166784;-0.000616598;-0.00111228
-5e+10;0.00166784;0.00978282;0.0593575
0;0.00166784;1.37642;0
5e+10;0.00166784;0.00978282;-0.0593575
1e+11;0.00166784;-0.000616598;0.00111228
1.5e+11;0.00166784;8.34367e-05;-9.12683e-05
2e+11;0.00166784;1.48242e-05;-2.69091e-06
2.5e+11;0.00166784;-4.31265e-06;-2.42739e-06
-2.5e+11;0.00168744;-4.62953e-06;2.64576e-06
-2e+11;0.00168744;1.56681e-05;3.22554e-06
-1.5e+11;0.00168744;8.73417e-05;9.46533e-05
-1e+11;0.00168744;-0.000629115;-0.00114181
-5e+10;0.00168744;0.00989234;0.0600814
0;0.00168744;1.37733;0
5e+10;0.00168744;0.00989234;-0.0600814
1e+11;0.00168744;-0.000629115;0.00114181
1.5e+11;0.00168744;8.73417e-05;-9.46533e-05
2e+11;0.00168744;1.56681e-05;-3.22554e-06
2.5e+11;0.00168744;-4.62953e-06;-2.64576e-06
-2.5e+11;0.00170704;-4.95622e-06;2.88053e-06
-2e+11;0.00170704;1.65527e-05;3.79609e-06
-1.5e+11;0.00170704;9.13942e-05;9.81175e-05
-1e+11;0.00170704;-0.000641628;-0.00117187
-5e+10;0.00170704;0.0100016;0.0608069
0;0.00170704;1.37962;0
5e+10;0.00170704;0.0100016;-0.0608069
1e+11;0.00170704;-0.000641628;0.00117187
1.5e+11;0.00170704;9.13942e-05;-9.81175e-05
2e+11;0.00170704;1.65527e-05;-3.79609e-06
2.5e+11;0.00170704;-4.95622e-06;-2.88053e-06
-2.5e+11;0.00172663;-5.29192e-06;3.1315e-06
-2e+11;0.00172663;1.74782e-05;4.40056e-06
-1.5e+11;0.00172663;9.55935e-05;0.000101661
-1e+11;0.00172663;-0.000654135;-0.00120248
-5e+10;0.00172663;0.0101107;0.061534
0;0.00172663;1.38017;0
5e+10;0.00172663;0.0101107;-0.061534
1e+11;0.00172663;-0.000654135;0.00120248
1.5e+11;0.00172663;9.55935e-05;-0.000101661
2e+11;0.00172663;1.74782e-05;-4.40056e-06
2.5e+11;0.00172663;-5.29192e-06;-3.1315e-06
-2.5e+11;0.00174623;-5.63577e-06;3.39845e-06
-2e+11;0.00174623;1.84447e-05;5.03687e-06
-1.5e+11;0.00174623;9.99388e-05;0.000105283
-1e+11;0.00174623;-0.00066663;-0.00123362
-5e+10;0.00174623;0.0102196;0.0622627
0;0.00174623;1.38176;0
5e+10;0.00174623;0.0102196;-0.0622627
1e+11;0.00174623;-0.00066663;0.00123362
1.5e+11;0.00174623;9.99388e-05;-0.000105283
2e+11;0.00174623;1.84447e-05;-5.03687e-06
2.5e+11;0.00174623;-5.63577e-06;-3.39845e-06
-2.5e+11;0.00176583;-5.98685e-06;3.68122e-06
-2e+11;0.00176583;1.94522e-05;5.70288e-06
-1.5e+11;0.00176583;0.00010443;0.000108984
-1e+11;0.00176583;-0.000679108;-0.00126532
-5e+10;0.00176583;0.0103283;0.0629931
0;0.00176583;1.38322;0
5e+10;0.00176583;0.0103283;-0.0629931
1e+11;0.00176583;-0.000679108;0.00126532
1.5e+11;0.00176583;0.00010443;-0.000108984
2e+11;0.00176583;1.94522e-05;-5.70288e-06
2.5e+11;0.00176583;-5.98685e-06;-3.68122e-06
-2.5e+11;0.00178543;-6.34419e-06;3.97964e-06
-2e+11;0.00178543;2.0501e-05;6.39638e-06
-1.5e+11;0.00178543;0.000109065;0.000112763
-1e+11;0.00178543;-0.000691565;-0.00129756
-5e+10;0.00178543;0.0104367;0.0637253
0;0.00178543;1.38406;0
5e+10;0.00178543;0.0104367;-0.0637253
1e+11;0.00178543;-0.000691565;0.00129756
1.5e+11;0.00178543;0.000109065;-0.000112763
2e+11;0.00178543;2.0501e-05;-6.39638e-06
2.5e+11;0.00178543;-6.34419e-06;-3.97964e-06
-2.5e+11;0.00180503;-6.70679e-06;4.29357e-06
-2e+11;0.00180503;2.15912e-05;7.11513e-06
-1.5e+11;0.00180503;0.000113845;0.00011662
-1e+11;0.00180503;-0.000703994;-0.00133036
-5e+10;0.00180503;0.0105449;0.0644592
0;0.00180503;1.38563;0
5e+10;0.00180503;0.0105449;-0.0644592
1e+11;0.00180503;-0.000703994;0.00133036
1.5e+11;0.00180503;0.000113845;-0.00011662
2e+11;0.00180503;2.15912e-05;-7.11513e-06
2.5e+11;0.00180503;-6.70679e-06;-4.29357e-06
-2.5e+11;0.00182462;-7.07361e-06;4.62288e-06
-2e+11;0.00182462;2.2723e-05;7.85683e-06
-1.5e+11;0.00182462;0.000118768;0.000120555
-1e+11;0.00182462;-0.00071639;-0.00136372
-5e+10;0.00182462;0.0106529;0.0651949
0;0.00182462;1.38707;0
5e+10;0.00182462;0.0106529;-0.0651949
1e+11;0.00182462;-0.00071639;0.00136372
1.5e+11;0.00182462;0.000118768;-0.000120555
2e+11;0.00182462;2.2723e-05;-7.85683e-06
2.5e+11;0.00182462;-7.07361e-06;-4.62288e-06
-2.5e+11;0.00184422;-7.44357e-06;4.96745e-06
-2e+11;0.00184422;2.38964e-05;8.61921e-06
-1.5e+11;0.00184422;0.000123835;0.000124568
-1e+11;0.00184422;-0.000728747;-0.00139765
-5e+10;0.00184422;0.0107606;0.0659325
0;0.00184422;1.38857;0
5e+10;0.00184422;0.0107606;-0.0659325
1e+11;0.00184422;-0.000728747;0.00139765
1.5e+11;0.00184422;0.000123835;-0.000124568
2e+11;0.00184422;2.38964e-05;-8.61921e-06
2.5e+11;0.00184422;-7.44357e-06;-4.96745e-06
-2.5e+11;0.00186382;-7.81567e-06;5.32712e-06
-2e+11;0.00186382;2.51115e-05;9.40001e-06
-1.5e+11;0.00186382;0.000129045;0.000128659
-1e+11;0.00186382;-0.000741058;-0.00143214
-5e+10;0.00186382;0.0108681;0.066672
0;0.00186382;1.3902;0
5e+10;0.00186382;0.0108681;-0.066672
1e+11;0.00186382;-0.000741058;0.00143214
1.5e+11;0.00186382;0.000129045;-0.000128659
2e+11;0.00186382;2.51115e-05;-9.40001e-06
2.5e+11;0.00186382;-7.81567e-06;-5.32712e-06
-2.5e+11;0.00188342;-8.18892e-06;5.70169e-06
-2e+11;0.00188342;2.63685e-05;1.01971e-05
-1.5e+11;0.00188342;0.000134398;0.000132828
-1e+11;0.00188342;-0.000753314;-0.00146722
-5e+10;0.00188342;0.0109754;0.0674135
0;0.00188342;1.39168;0
5e+10;0.00188342;0.0109754;-0.0674135
1e+11;0.00188342;-0.000753314;0.00146722
1.5e+11;0.00188342;0.000134398;-0.000132828
2e+11;0.00188342;2.63685e-05;-1.01971e-05
2.5e+11;0.00188342;-8.18892e-06;-5.70169e-06
-2.5e+11;0.00190302;-8.5625e-06;6.09087e-06
-2e+11;0.00190302;2.76671e-05;1.10085e-05
-1.5e+11;0.00190302;0.000139896;0.000137074
-1e+11;0.00190302;-0.000765508;-0.00150288
-5e+10;0.00190302;0.0110824;0.068157
0;0.00190302;1.39418;0
5e+10;0.00190302;0.0110824;-0.068157
1e+11;0.00190302;-0.000765508;0.00150288
1.5e+11;0.00190302;0.000139896;-0.000137074
2e+11;0.00190302;2.76671e-05;-1.10085e-05
2.5e+11;0.00190302;-8.5625e-06;-6.09087e-06
-2.5e+11;0.00192261;-8.93585e-06;6.4942e-06
-2e+11;0.00192261;2.90072e-05;1.18326e-05
-1.5e+11;0.00192261;0.000145538;0.0001414
-1e+11;0.00192261;-0.00077763;-0.00153913
-5e+10;0.00192261;0.0111891;0.0689025
0;0.00192261;1.39553;0
5e+10;0.00192261;0.0111891;-0.0689025
1e+11;0.00192261;-0.00077763;0.00153913
1.5e+11;0.00192261;0.000145538;-0.0001414
2e+11;0.00192261;2.90072e-05;-1.18326e-05
2.5e+11;0.00192261;-8.93585e-06;-6.4942e-06
-2.5e+11;0.00194221;-9.30877e-06;6.91097e-06
-2e+11;0.00194221;3.03881e-05;1.26684e-05
-1.5e+11;0.00194221;0.000151327;0.000145805
-1e+11;0.00194221;-0.000789668;-0.00157599
-5e+10;0.00194221;0.0112956;0.0696502
0;0.00194221;1.39708;0
5e+10;0.00194221;0.0112956;-0.0696502
1e+11;0.00194221;-0.000789668;0.00157599
1.5e+11;0.00194221;0.000151327;-0.000145805
2e+11;0.00194221;3.03881e-05;-1.26684e-05
2.5e+11;0.00194221;-9.30877e-06;-6.91097e-06
-2.5e+11;0.00196181;-9.68167e-06;7.34006e-06
-2e+11;0.00196181;3.1809e-05;1.35154e-05
-1.5e+11;0.00196181;0.000157266;0.000150294
