"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;0.00100151;-1.36255e-07;-1.52775e-06
-2e+11;0.00100151;-9.98913e-06;-2.37674e-06
-1.5e+11;0.00100151;-0.000105294;8.37006e-05
-1e+11;0.00100151;0.000154164;0.00166219
-5e+10;0.00100151;-0.13314;-0.0763462
0;0.00100151;1.07424e-20;0
5e+10;0.00100151;-0.13314;0.0763462
1e+11;0.00100151;0.000154164;-0.00166219
1.5e+11;0.00100151;-0.000105294;-8.37006e-05
2e+11;0.00100151;-9.98913e-06;2.37674e-06
2.5e+11;0.00100151;-1.36255e-07;1.52775e-06
-2.5e+11;0.00102111;-1.54817e-07;-1.6932e-06
-2e+11;0.00102111;-1.08816e-05;-2.61531e-06
-1.5e+11;0.00102111;-0.000112074;8.88657e-05
-1e+11;0.00102111;0.000160908;0.00173105
-5e+10;0.00102111;-0.135724;-0.0778399
0;0.00102111;-1.76178e-20;0
5e+10;0.00102111;-0.135724;0.0778399
1e+11;0.00102111;0.000160908;-0.00173105
1.5e+11;0.00102111;-0.000112074;-8.88657e-05
2e+11;0.00102111;-1.08816e-05;2.61531e-06
2.5e+11;0.00102111;-1.54817e-07;1.6932e-06
-2.5e+11;0.0010407;-1.75413e-07;-1.87378e-06
-2e+11;0.0010407;-1.18397e-05;-2.87461e-06
-1.5e+11;0.0010407;-0.000119174;9.42549e-05
-1e+11;0.0010407;0.000167822;0.00180155
-5e+10;0.0010407;-0.138306;-0.0793339
0;0.0010407;-1.53974e-20;0
5e+10;0.0010407;-0.138306;0.0793339
1e+11;0.0010407;0.000167822;-0.00180155
1.5e+11;0.0010407;-0.000119174;-9.42549e-05
2e+11;0.0010407;-1.18397e-05;2.87461e-06
2.5e+11;0.0010407;-1.75413e-07;1.87378e-06
-2.5e+11;0.0010603;-1.98206e-07;-2.07072e-06
-2e+11;0.0010603;-1.28674e-05;-3.15628e-06
-1.5e+11;0.0010603;-0.000126607;9.98753e-05
-1e+11;0.0010603;0.000174907;0.00187373
-5e+10;0.0010603;-0.140888;-0.0808284
0;0.0010603;4.84969e-21;0
5e+10;0.0010603;-0.140888;0.0808284
1e+11;0.0010603;0.000174907;-0.00187373
1.5e+11;0.0010603;-0.000126607;-9.98753e-05
2e+11;0.0010603;-1.28674e-05;3.15628e-06
2.5e+11;0.0010603;-1.98206e-07;2.07072e-06
-2.5e+11;0.0010799;-2.23364e-07;-2.28533e-06
-2e+11;0.0010799;-1.39693e-05;-3.46207e-06
-1.5e+11;0.0010799;-0.000134383;0.000105734
-1e+11;0.0010799;0.000182163;0.00194761
-5e+10;0.0010799;-0.143468;-0.0823233
0;0.0010799;-9.43226e-21;0
5e+10;0.0010799;-0.143468;0.0823233
1e+11;0.0010799;0.000182163;-0.00194761
1.5e+11;0.0010799;-0.000134383;-0.000105734
2e+11;0.0010799;-1.39693e-05;3.46207e-06
2.5e+11;0.0010799;-2.23364e-07;2.28533e-06
-2.5e+11;0.0010995;-2.51059e-07;-2.51905e-06
-2e+11;0.0010995;-1.51503e-05;-3.79389e-06
-1.5e+11;0.0010995;-0.000142516;0.000111839
-1e+11;0.0010995;0.000189592;0.00202323
-5e+10;0.0010995;-0.146047;-0.0838187
0;0.0010995;-3.63887e-21;0
5e+10;0.0010995;-0.146047;0.0838187
1e+11;0.0010995;0.000189592;-0.00202323
1.5e+11;0.0010995;-0.000142516;-0.000111839
2e+11;0.0010995;-1.51503e-05;3.79389e-06
2.5e+11;0.0010995;-2.51059e-07;2.51905e-06
-2.5e+11;0.0011191;-2.8147e-07;-2.77343e-06
-2e+11;0.0011191;-1.64153e-05;-4.15378e-06
-1.5e+11;0.0011191;-0.000151019;0.000118198
-1e+11;0.0011191;0.000197194;0.00210061
-5e+10;0.0011191;-0.148625;-0.0853147
0;0.0011191;1.96754e-20;0
5e+10;0.0011191;-0.148625;0.0853147
1e+11;0.0011191;0.000197194;-0.00210061
1.5e+11;0.0011191;-0.000151019;-0.000118198
2e+11;0.0011191;-1.64153e-05;4.15378e-06
2.5e+11;0.0011191;-2.8147e-07;2.77343e-06
-2.5e+11;0.00113869;-3.14776e-07;-3.05015e-06
-2e+11;0.00113869;-1.77699e-05;-4.54397e-06
-1.5e+11;0.00113869;-0.000159908;0.00012482
-1e+11;0.00113869;0.000204968;0.00217978
-5e+10;0.00113869;-0.151202;-0.0868112
0;0.00113869;-4.17313e-21;0
5e+10;0.00113869;-0.151202;0.0868112
1e+11;0.00113869;0.000204968;-0.00217978
1.5e+11;0.00113869;-0.000159908;-0.00012482
2e+11;0.00113869;-1.77699e-05;4.54397e-06
2.5e+11;0.00113869;-3.14776e-07;3.05015e-06
-2.5e+11;0.00115829;-3.5116e-07;-3.35104e-06
-2e+11;0.00115829;-1.922e-05;-4.96685e-06
-1.5e+11;0.00115829;-0.000169195;0.000131712
-1e+11;0.00115829;0.000212915;0.00226078
-5e+10;0.00115829;-0.153778;-0.0883084
0;0.00115829;3.32105e-22;0
5e+10;0.00115829;-0.153778;0.0883084
1e+11;0.00115829;0.000212915;-0.00226078
1.5e+11;0.00115829;-0.000169195;-0.000131712
2e+11;0.00115829;-1.922e-05;4.96685e-06
2.5e+11;0.00115829;-3.5116e-07;3.35104e-06
-2.5e+11;0.00117789;-3.90802e-07;-3.67811e-06
-2e+11;0.00117789;-2.07719e-05;-5.42503e-06
-1.5e+11;0.00117789;-0.000178898;0.000138886
-1e+11;0.00117789;0.000221035;0.00234366
-5e+10;0.00117789;-0.156352;-0.0898063
0;0.00117789;-4.26868e-22;0
5e+10;0.00117789;-0.156352;0.0898063
1e+11;0.00117789;0.000221035;-0.00234366
1.5e+11;0.00117789;-0.000178898;-0.000138886
2e+11;0.00117789;-2.07719e-05;5.42503e-06
2.5e+11;0.00117789;-3.90802e-07;3.67811e-06
-2.5e+11;0.00119749;-4.33882e-07;-4.03352e-06
-2e+11;0.00119749;-2.24323e-05;-5.92133e-06
-1.5e+11;0.00119749;-0.000189032;0.000146349
-1e+11;0.00119749;0.000229326;0.00242844
-5e+10;0.00119749;-0.158926;-0.091305
0;0.00119749;-4.92112e-21;0
5e+10;0.00119749;-0.158926;0.091305
1e+11;0.00119749;0.000229326;-0.00242844
1.5e+11;0.00119749;-0.000189032;-0.000146349
2e+11;0.00119749;-2.24323e-05;5.92133e-06
2.5e+11;0.00119749;-4.33882e-07;4.03352e-06
-2.5e+11;0.00121709;-4.8057e-07;-4.41965e-06
-2e+11;0.00121709;-2.42087e-05;-6.45882e-06
-1.5e+11;0.00121709;-0.000199615;0.000154112
-1e+11;0.00121709;0.000237789;0.00251516
-5e+10;0.00121709;-0.161498;-0.0928045
0;0.00121709;9.75312e-21;0
5e+10;0.00121709;-0.161498;0.0928045
1e+11;0.00121709;0.000237789;-0.00251516
1.5e+11;0.00121709;-0.000199615;-0.000154112
2e+11;0.00121709;-2.42087e-05;6.45882e-06
2.5e+11;0.00121709;-4.8057e-07;4.41965e-06
-2.5e+11;0.00123668;-5.31029e-07;-4.83911e-06
-2e+11;0.00123668;-2.61089e-05;-7.04084e-06
-1.5e+11;0.00123668;-0.000210666;0.000162187
-1e+11;0.00123668;0.000246421;0.00260388
-5e+10;0.00123668;-0.164068;-0.0943048
0;0.00123668;-9.49798e-21;0
5e+10;0.00123668;-0.164068;0.0943048
1e+11;0.00123668;0.000246421;-0.00260388
1.5e+11;0.00123668;-0.000210666;-0.000162187
2e+11;0.00123668;-2.61089e-05;7.04084e-06
2.5e+11;0.00123668;-5.31029e-07;4.83911e-06
-2.5e+11;0.00125628;-5.85407e-07;-5.29475e-06
-2e+11;0.00125628;-2.81414e-05;-7.67104e-06
-1.5e+11;0.00125628;-0.000222205;0.000170585
-1e+11;0.00125628;0.000255223;0.00269463
-5e+10;0.00125628;-0.166638;-0.0958061
0;0.00125628;4.65651e-21;0
5e+10;0.00125628;-0.166638;0.0958061
1e+11;0.00125628;0.000255223;-0.00269463
1.5e+11;0.00125628;-0.000222205;-0.000170585
2e+11;0.00125628;-2.81414e-05;7.67104e-06
2.5e+11;0.00125628;-5.85407e-07;5.29475e-06
-2.5e+11;0.00127588;-6.4383e-07;-5.78972e-06
-2e+11;0.00127588;-3.03156e-05;-8.35338e-06
-1.5e+11;0.00127588;-0.000234252;0.000179317
-1e+11;0.00127588;0.000264192;0.00278747
-5e+10;0.00127588;-0.169206;-0.0973084
0;0.00127588;-8.89994e-20;0
5e+10;0.00127588;-0.169206;0.0973084
1e+11;0.00127588;0.000264192;-0.00278747
1.5e+11;0.00127588;-0.000234252;-0.000179317
2e+11;0.00127588;-3.03156e-05;8.35338e-06
2.5e+11;0.00127588;-6.4383e-07;5.78972e-06
-2.5e+11;0.00129548;-7.06398e-07;-6.32748e-06
-2e+11;0.00129548;-3.26414e-05;-9.09225e-06
-1.5e+11;0.00129548;-0.00024683;0.000188397
-1e+11;0.00129548;0.000273326;0.00288245
-5e+10;0.00129548;-0.171773;-0.0988117
0;0.00129548;-2.36668e-21;0
5e+10;0.00129548;-0.171773;0.0988117
1e+11;0.00129548;0.000273326;-0.00288245
1.5e+11;0.00129548;-0.00024683;-0.000188397
2e+11;0.00129548;-3.26414e-05;9.09225e-06
2.5e+11;0.00129548;-7.06398e-07;6.32748e-06
-2.5e+11;0.00131508;-7.73172e-07;-6.91185e-06
-2e+11;0.00131508;-3.51298e-05;-9.89241e-06
-1.5e+11;0.00131508;-0.000259963;0.000197838
-1e+11;0.00131508;0.000282623;0.00297962
-5e+10;0.00131508;-0.174338;-0.100316
0;0.00131508;-1.31381e-21;0
5e+10;0.00131508;-0.174338;0.100316
1e+11;0.00131508;0.000282623;-0.00297962
1.5e+11;0.00131508;-0.000259963;-0.000197838
2e+11;0.00131508;-3.51298e-05;9.89241e-06
2.5e+11;0.00131508;-7.73172e-07;6.91185e-06
-2.5e+11;0.00133467;-8.44166e-07;-7.54707e-06
-2e+11;0.00133467;-3.77928e-05;-1.07591e-05
-1.5e+11;0.00133467;-0.000273676;0.000207656
-1e+11;0.00133467;0.000292079;0.00307904
-5e+10;0.00133467;-0.176902;-0.101822
0;0.00133467;8.50442e-21;0
5e+10;0.00133467;-0.176902;0.101822
1e+11;0.00133467;0.000292079;-0.00307904
1.5e+11;0.00133467;-0.000273676;-0.000207656
2e+11;0.00133467;-3.77928e-05;1.07591e-05
2.5e+11;0.00133467;-8.44166e-07;7.54707e-06
-2.5e+11;0.00135427;-9.19328e-07;-8.23784e-06
-2e+11;0.00135427;-4.06434e-05;-1.16983e-05
-1.5e+11;0.00135427;-0.000287997;0.000217866
-1e+11;0.00135427;0.000301692;0.00318078
-5e+10;0.00135427;-0.179465;-0.103329
0;0.00135427;-2.19005e-20;0
5e+10;0.00135427;-0.179465;0.103329
1e+11;0.00135427;0.000301692;-0.00318078
1.5e+11;0.00135427;-0.000287997;-0.000217866
2e+11;0.00135427;-4.06434e-05;1.16983e-05
2.5e+11;0.00135427;-9.19328e-07;8.23784e-06
-2.5e+11;0.00137387;-9.98529e-07;-8.98943e-06
-2e+11;0.00137387;-4.36958e-05;-1.27162e-05
-1.5e+11;0.00137387;-0.000302956;0.000228485
-1e+11;0.00137387;0.000311457;0.0032849
-5e+10;0.00137387;-0.182026;-0.104837
0;0.00137387;2.35935e-21;0
5e+10;0.00137387;-0.182026;0.104837
1e+11;0.00137387;0.000311457;-0.0032849
1.5e+11;0.00137387;-0.000302956;-0.000228485
2e+11;0.00137387;-4.36958e-05;1.27162e-05
2.5e+11;0.00137387;-9.98529e-07;8.98943e-06
-2.5e+11;0.00139347;-1.08153e-06;-9.80769e-06
-2e+11;0.00139347;-4.69658e-05;-1.38201e-05
-1.5e+11;0.00139347;-0.000318586;0.000239532
-1e+11;0.00139347;0.000321371;0.00339147
-5e+10;0.00139347;-0.184586;-0.106347
0;0.00139347;4.06706e-21;0
5e+10;0.00139347;-0.184586;0.106347
1e+11;0.00139347;0.000321371;-0.00339147
1.5e+11;0.00139347;-0.000318586;-0.000239532
2e+11;0.00139347;-4.69658e-05;1.38201e-05
2.5e+11;0.00139347;-1.08153e-06;9.80769e-06
-2.5e+11;0.00141307;-1.16796e-06;-1.06992e-05
-2e+11;0.00141307;-5.04708e-05;-1.5018e-05
-1.5e+11;0.00141307;-0.000334921;0.000251026
-1e+11;0.00141307;0.000331427;0.00350057
-5e+10;0.00141307;-0.187144;-0.107858
0;0.00141307;2.27171e-19;0
5e+10;0.00141307;-0.187144;0.107858
1e+11;0.00141307;0.000331427;-0.00350057
1.5e+11;0.00141307;-0.000334921;-0.000251026
2e+11;0.00141307;-5.04708e-05;1.5018e-05
2.5e+11;0.00141307;-1.16796e-06;1.06992e-05
-2.5e+11;0.00143266;-1.25729e-06;-1.16715e-05
-2e+11;0.00143266;-5.42298e-05;-1.63189e-05
-1.5e+11;0.00143266;-0.000351999;0.00026299
-1e+11;0.00143266;0.000341619;0.00361229
-5e+10;0.00143266;-0.1897;-0.109371
0;0.00143266;7.77624e-21;0
5e+10;0.00143266;-0.1897;0.109371
1e+11;0.00143266;0.000341619;-0.00361229
1.5e+11;0.00143266;-0.000351999;-0.00026299
2e+11;0.00143266;-5.42298e-05;1.63189e-05
2.5e+11;0.00143266;-1.25729e-06;1.16715e-05
-2.5e+11;0.00145226;-1.34873e-06;-1.27329e-05
-2e+11;0.00145226;-5.82642e-05;-1.77328e-05
-1.5e+11;0.00145226;-0.000369863;0.000275446
-1e+11;0.00145226;0.000351942;0.00372672
-5e+10;0.00145226;-0.192255;-0.110885
0;0.00145226;-1.62613e-20;0
5e+10;0.00145226;-0.192255;0.110885
1e+11;0.00145226;0.000351942;-0.00372672
1.5e+11;0.00145226;-0.000369863;-0.000275446
2e+11;0.00145226;-5.82642e-05;1.77328e-05
2.5e+11;0.00145226;-1.34873e-06;1.27329e-05
-2.5e+11;0.00147186;-1.44125e-06;-1.38929e-05
-2e+11;0.00147186;-6.25978e-05;-1.92711e-05
-1.5e+11;0.00147186;-0.000388559;0.00028842
-1e+11;0.00147186;0.000362386;0.00384395
-5e+10;0.00147186;-0.194808;-0.112401
0;0.00147186;2.02133e-20;0
5e+10;0.00147186;-0.194808;0.112401
1e+11;0.00147186;0.000362386;-0.00384395
1.5e+11;0.00147186;-0.000388559;-0.00028842
2e+11;0.00147186;-6.25978e-05;1.92711e-05
2.5e+11;0.00147186;-1.44125e-06;1.38929e-05
-2.5e+11;0.00149146;-1.53341e-06;-1.51627e-05
-2e+11;0.00149146;-6.72572e-05;-2.09469e-05
-1.5e+11;0.00149146;-0.000408137;0.000301941
-1e+11;0.00149146;0.000372943;0.00396409
-5e+10;0.00149146;-0.197359;-0.113919
0;0.00149146;9.99019e-20;0
5e+10;0.00149146;-0.197359;0.113919
1e+11;0.00149146;0.000372943;-0.00396409
1.5e+11;0.00149146;-0.000408137;-0.000301941
2e+11;0.00149146;-6.72572e-05;2.09469e-05
2.5e+11;0.00149146;-1.53341e-06;1.51627e-05
-2.5e+11;0.00151106;-1.6233e-06;-1.65549e-05
-2e+11;0.00151106;-7.22724e-05;-2.27752e-05
-1.5e+11;0.00151106;-0.000428655;0.000316041
-1e+11;0.00151106;0.000383602;0.00408727
-5e+10;0.00151106;-0.199908;-0.115439
0;0.00151106;5.25209e-20;0
5e+10;0.00151106;-0.199908;0.115439
1e+11;0.00151106;0.000383602;-0.00408727
1.5e+11;0.00151106;-0.000428655;-0.000316041
2e+11;0.00151106;-7.22724e-05;2.27752e-05
2.5e+11;0.00151106;-1.6233e-06;1.65549e-05
-2.5e+11;0.00153065;-1.70838e-06;-1.8084e-05
-2e+11;0.00153065;-7.76774e-05;-2.47732e-05
-1.5e+11;0.00153065;-0.000450175;0.000330754
-1e+11;0.00153065;0.000394351;0.00421359
-5e+10;0.00153065;-0.202455;-0.116961
0;0.00153065;1.68358e-19;0
5e+10;0.00153065;-0.202455;0.116961
1e+11;0.00153065;0.000394351;-0.00421359
1.5e+11;0.00153065;-0.000450175;-0.000330754
2e+11;0.00153065;-7.76774e-05;2.47732e-05
2.5e+11;0.00153065;-1.70838e-06;1.8084e-05
-2.5e+11;0.00155025;-1.78523e-06;-1.97673e-05
-2e+11;0.00155025;-8.35108e-05;-2.69611e-05
-1.5e+11;0.00155025;-0.000472769;0.000346118
-1e+11;0.00155025;0.000405176;0.00434322
-5e+10;0.00155025;-0.205;-0.118485
0;0.00155025;6.96994e-20;0
5e+10;0.00155025;-0.205;0.118485
1e+11;0.00155025;0.000405176;-0.00434322
1.5e+11;0.00155025;-0.000472769;-0.000346118
2e+11;0.00155025;-8.35108e-05;2.69611e-05
2.5e+11;0.00155025;-1.78523e-06;1.97673e-05
-2.5e+11;0.00156985;-1.85006e-06;-2.16244e-05
-2e+11;0.00156985;-8.9817e-05;-2.93617e-05
-1.5e+11;0.00156985;-0.000496519;0.000362179
-1e+11;0.00156985;0.00041606;0.00447631
-5e+10;0.00156985;-0.207543;-0.120012
0;0.00156985;7.27027e-20;0
5e+10;0.00156985;-0.207543;0.120012
1e+11;0.00156985;0.00041606;-0.00447631
1.5e+11;0.00156985;-0.000496519;-0.000362179
2e+11;0.00156985;-8.9817e-05;2.93617e-05
2.5e+11;0.00156985;-1.85006e-06;2.16244e-05
-2.5e+11;0.00158945;-1.92636e-06;-2.36555e-05
-2e+11;0.00158945;-9.6638e-05;-3.1966e-05
-1.5e+11;0.00158945;-0.000521478;0.000378993
-1e+11;0.00158945;0.000427009;0.004613
-5e+10;0.00158945;-0.210083;-0.12154
0;0.00158945;-1.01514e-18;0
5e+10;0.00158945;-0.210083;0.12154
1e+11;0.00158945;0.000427009;-0.004613
1.5e+11;0.00158945;-0.000521478;-0.000378993
2e+11;0.00158945;-9.6638e-05;3.1966e-05
2.5e+11;0.00158945;-1.92636e-06;2.36555e-05
-2.5e+11;0.00160905;-2.0581e-06;-2.58392e-05
-2e+11;0.00160905;-0.000103998;-3.47348e-05
-1.5e+11;0.00160905;-0.000547659;0.000396609
-1e+11;0.00160905;0.000438042;0.00475339
-5e+10;0.00160905;-0.212621;-0.123072
0;0.00160905;5.73543e-19;0
5e+10;0.00160905;-0.212621;0.123072
1e+11;0.00160905;0.000438042;-0.00475339
1.5e+11;0.00160905;-0.000547659;-0.000396609
2e+11;0.00160905;-0.000103998;3.47348e-05
2.5e+11;0.00160905;-2.0581e-06;2.58392e-05
-2.5e+11;0.00162864;-2.24988e-06;-2.81699e-05
-2e+11;0.00162864;-0.000111895;-3.76643e-05
-1.5e+11;0.00162864;-0.00057507;0.000415033
-1e+11;0.00162864;0.000449155;0.00489752
-5e+10;0.00162864;-0.215156;-0.124606
0;0.00162864;-2.6343e-18;0
5e+10;0.00162864;-0.215156;0.124606
1e+11;0.00162864;0.000449155;-0.00489752
1.5e+11;0.00162864;-0.00057507;-0.000415033
2e+11;0.00162864;-0.000111895;3.76643e-05
2.5e+11;0.00162864;-2.24988e-06;2.81699e-05
-2.5e+11;0.00164824;-2.50004e-06;-3.06442e-05
-2e+11;0.00164824;-0.000120321;-4.07559e-05
-1.5e+11;0.00164824;-0.000603721;0.000434259
-1e+11;0.00164824;0.000460337;0.00504545
-5e+10;0.00164824;-0.217688;-0.126142
0;0.00164824;1.19257e-18;0
5e+10;0.00164824;-0.217688;0.126142
1e+11;0.00164824;0.000460337;-0.00504545
1.5e+11;0.00164824;-0.000603721;-0.000434259
2e+11;0.00164824;-0.000120321;4.07559e-05
2.5e+11;0.00164824;-2.50004e-06;3.06442e-05
-2.5e+11;0.00166784;-2.80688e-06;-3.32589e-05
-2e+11;0.00166784;-0.00012927;-4.40117e-05
-1.5e+11;0.00166784;-0.000633623;0.000454286
-1e+11;0.00166784;0.000471579;0.00519721
-5e+10;0.00166784;-0.220219;-0.127681
0;0.00166784;6.76796e-19;0
5e+10;0.00166784;-0.220219;0.127681
1e+11;0.00166784;0.000471579;-0.00519721
1.5e+11;0.00166784;-0.000633623;-0.000454286
2e+11;0.00166784;-0.00012927;4.40117e-05
2.5e+11;0.00166784;-2.80688e-06;3.32589e-05
-2.5e+11;0.00168744;-3.16867e-06;-3.60103e-05
-2e+11;0.00168744;-0.000138734;-4.74336e-05
-1.5e+11;0.00168744;-0.000664785;0.00047511
-1e+11;0.00168744;0.000482868;0.00535286
-5e+10;0.00168744;-0.222746;-0.129223
0;0.00168744;-1.08829e-20;0
5e+10;0.00168744;-0.222746;0.129223
1e+11;0.00168744;0.000482868;-0.00535286
1.5e+11;0.00168744;-0.000664785;-0.00047511
2e+11;0.00168744;-0.000138734;4.74336e-05
2.5e+11;0.00168744;-3.16867e-06;3.60103e-05
-2.5e+11;0.00170704;-3.5836e-06;-3.88948e-05
-2e+11;0.00170704;-0.000148706;-5.10239e-05
-1.5e+11;0.00170704;-0.00069722;0.000496728
-1e+11;0.00170704;0.000494193;0.00551245
-5e+10;0.00170704;-0.225271;-0.130768
0;0.00170704;-6.70524e-21;0
5e+10;0.00170704;-0.225271;0.130768
1e+11;0.00170704;0.000494193;-0.00551245
1.5e+11;0.00170704;-0.00069722;-0.000496728
2e+11;0.00170704;-0.000148706;5.10239e-05
2.5e+11;0.00170704;-3.5836e-06;3.88948e-05
-2.5e+11;0.00172663;-4.04978e-06;-4.19085e-05
-2e+11;0.00172663;-0.00015918;-5.47852e-05
-1.5e+11;0.00172663;-0.00073094;0.000519134
-1e+11;0.00172663;0.000505539;0.00567605
-5e+10;0.00172663;-0.227794;-0.132315
0;0.00172663;-2.88068e-20;0
5e+10;0.00172663;-0.227794;0.132315
1e+11;0.00172663;0.000505539;-0.00567605
1.5e+11;0.00172663;-0.00073094;-0.000519134
2e+11;0.00172663;-0.00015918;5.47852e-05
2.5e+11;0.00172663;-4.04978e-06;4.19085e-05
-2.5e+11;0.00174623;-4.56517e-06;-4.50476e-05
-2e+11;0.00174623;-0.000170146;-5.87206e-05
-1.5e+11;0.00174623;-0.000765961;0.000542327
-1e+11;0.00174623;0.000516893;0.0058437
-5e+10;0.00174623;-0.230314;-0.133866
0;0.00174623;-3.75839e-21;0
5e+10;0.00174623;-0.230314;0.133866
1e+11;0.00174623;0.000516893;-0.0058437
1.5e+11;0.00174623;-0.000765961;-0.000542327
2e+11;0.00174623;-0.000170146;5.87206e-05
2.5e+11;0.00174623;-4.56517e-06;4.50476e-05
-2.5e+11;0.00176583;-5.12758e-06;-4.83081e-05
-2e+11;0.00176583;-0.000181598;-6.28335e-05
-1.5e+11;0.00176583;-0.000802297;0.000566301
-1e+11;0.00176583;0.000528237;0.00601547
-5e+10;0.00176583;-0.232831;-0.13542
0;0.00176583;-8.5494e-21;0
5e+10;0.00176583;-0.232831;0.13542
1e+11;0.00176583;0.000528237;-0.00601547
1.5e+11;0.00176583;-0.000802297;-0.000566301
2e+11;0.00176583;-0.000181598;6.28335e-05
2.5e+11;0.00176583;-5.12758e-06;4.83081e-05
-2.5e+11;0.00178543;-5.73455e-06;-5.1686e-05
-2e+11;0.00178543;-0.000193529;-6.7128e-05
-1.5e+11;0.00178543;-0.000839966;0.000591053
-1e+11;0.00178543;0.000539555;0.00619144
-5e+10;0.00178543;-0.235345;-0.136977
0;0.00178543;-2.81084e-20;0
5e+10;0.00178543;-0.235345;0.136977
1e+11;0.00178543;0.000539555;-0.00619144
1.5e+11;0.00178543;-0.000839966;-0.000591053
2e+11;0.00178543;-0.000193529;6.7128e-05
2.5e+11;0.00178543;-5.73455e-06;5.1686e-05
-2.5e+11;0.00180503;-6.38326e-06;-5.51777e-05
-2e+11;0.00180503;-0.00020593;-7.16091e-05
-1.5e+11;0.00180503;-0.000878987;0.00061658
-1e+11;0.00180503;0.000550827;0.00637166
-5e+10;0.00180503;-0.237857;-0.138537
0;0.00180503;2.50836e-19;0
5e+10;0.00180503;-0.237857;0.138537
1e+11;0.00180503;0.000550827;-0.00637166
1.5e+11;0.00180503;-0.000878987;-0.00061658
2e+11;0.00180503;-0.00020593;7.16091e-05
2.5e+11;0.00180503;-6.38326e-06;5.51777e-05
-2.5e+11;0.00182462;-7.07042e-06;-5.87797e-05
-2e+11;0.00182462;-0.000218795;-7.62831e-05
-1.5e+11;0.00182462;-0.000919385;0.000642877
-1e+11;0.00182462;0.000562032;0.00655624
-5e+10;0.00182462;-0.240365;-0.1401
0;0.00182462;-2.22375e-20;0
5e+10;0.00182462;-0.240365;0.1401
1e+11;0.00182462;0.000562032;-0.00655624
1.5e+11;0.00182462;-0.000919385;-0.000642877
2e+11;0.00182462;-0.000218795;7.62831e-05
2.5e+11;0.00182462;-7.07042e-06;5.87797e-05
-2.5e+11;0.00184422;-7.79206e-06;-6.2489e-05
-2e+11;0.00184422;-0.000232118;-8.11575e-05
-1.5e+11;0.00184422;-0.000961185;0.000669941
-1e+11;0.00184422;0.000573145;0.00674524
-5e+10;0.00184422;-0.242871;-0.141667
0;0.00184422;-2.58903e-21;0
5e+10;0.00184422;-0.242871;0.141667
1e+11;0.00184422;0.000573145;-0.00674524
1.5e+11;0.00184422;-0.000961185;-0.000669941
2e+11;0.00184422;-0.000232118;8.11575e-05
2.5e+11;0.00184422;-7.79206e-06;6.2489e-05
-2.5e+11;0.00186382;-8.54327e-06;-6.63034e-05
-2e+11;0.00186382;-0.000245894;-8.62421e-05
-1.5e+11;0.00186382;-0.00100442;0.00069777
-1e+11;0.00186382;0.000584141;0.00693877
-5e+10;0.00186382;-0.245374;-0.143237
0;0.00186382;1.20273e-20;0
5e+10;0.00186382;-0.245374;0.143237
1e+11;0.00186382;0.000584141;-0.00693877
1.5e+11;0.00186382;-0.00100442;-0.00069777
2e+11;0.00186382;-0.000245894;8.62421e-05
2.5e+11;0.00186382;-8.54327e-06;6.63034e-05
-2.5e+11;0.00188342;-9.31782e-06;-7.02222e-05
-2e+11;0.00188342;-0.00026012;-9.15492e-05
-1.5e+11;0.00188342;-0.00104912;0.000726361
-1e+11;0.00188342;0.000594989;0.00713693
-5e+10;0.00188342;-0.247874;-0.144811
0;0.00188342;4.773e-20;0
5e+10;0.00188342;-0.247874;0.144811
1e+11;0.00188342;0.000594989;-0.00713693
1.5e+11;0.00188342;-0.00104912;-0.000726361
2e+11;0.00188342;-0.00026012;9.15492e-05
2.5e+11;0.00188342;-9.31782e-06;7.02222e-05
-2.5e+11;0.00190302;-1.01077e-05;-7.42464e-05
-2e+11;0.00190302;-0.000274793;-9.70949e-05
-1.5e+11;0.00190302;-0.00109534;0.000755715
-1e+11;0.00190302;0.000605654;0.00733984
-5e+10;0.00190302;-0.25037;-0.146389
0;0.00190302;-1.76368e-20;0
5e+10;0.00190302;-0.25037;0.146389
1e+11;0.00190302;0.000605654;-0.00733984
1.5e+11;0.00190302;-0.00109534;-0.000755715
2e+11;0.00190302;-0.000274793;9.70949e-05
2.5e+11;0.00190302;-1.01077e-05;7.42464e-05
-2.5e+11;0.00192261;-1.09023e-05;-7.83797e-05
-2e+11;0.00192261;-0.000289918;-0.0001029
-1.5e+11;0.00192261;-0.00114313;0.000785831
-1e+11;0.00192261;0.000616097;0.00754764
-5e+10;0.00192261;-0.252863;-0.14797
0;0.00192261;6.06368e-20;0
5e+10;0.00192261;-0.252863;0.14797
1e+11;0.00192261;0.000616097;-0.00754764
1.5e+11;0.00192261;-0.00114313;-0.000785831
2e+11;0.00192261;-0.000289918;0.0001029
2.5e+11;0.00192261;-1.09023e-05;7.83797e-05
-2.5e+11;0.00194221;-1.16876e-05;-8.26298e-05
-2e+11;0.00194221;-0.0003055;-0.000108993
-1.5e+11;0.00194221;-0.00119256;0.000816715
-1e+11;0.00194221;0.000626272;0.00776048
-5e+10;0.00194221;-0.255353;-0.149555
0;0.00194221;-1.90854e-18;0
5e+10;0.00194221;-0.255353;0.149555
1e+11;0.00194221;0.000626272;-0.00776048
1.5e+11;0.00194221;-0.00119256;-0.000816715
