"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-1e+11;0.000472362;3.11199e-05;0.000358983
-5e+10;0.000472362;-0.0630094;-0.0360479
0;0.000472362;-1.1128e-22;0
5e+10;0.000472362;-0.0630094;0.0360479
1e+11;0.000472362;3.11199e-05;-0.000358983
1.5e+11;0.000472362;-1.02304e-05;-8.60006e-06
2e+11;0.000472362;-4.3063e-07;8.2341e-08
2.5e+11;0.000472362;-9.78123e-10;3.3402e-08
-2.5e+11;0.00049196;-1.25898e-09;-4.09361e-08
-2e+11;0.00049196;-5.08155e-07;-9.77135e-08
-1.5e+11;0.00049196;-1.15775e-05;9.71751e-06
-1e+11;0.00049196;3.38489e-05;0.000389612
-5e+10;0.00049196;-0.0656177;-0.0375417
0;0.00049196;1.81713e-20;0
5e+10;0.00049196;-0.0656177;0.0375417
1e+11;0.00049196;3.38489e-05;-0.000389612
1.5e+11;0.00049196;-1.15775e-05;-9.71751e-06
2e+11;0.00049196;-5.08155e-07;9.77135e-08
2.5e+11;0.00049196;-1.25898e-09;4.09361e-08
-2.5e+11;0.000511558;-1.60919e-09;-4.9779e-08
-2e+11;0.000511558;-5.95921e-07;-1.15263e-07
-1.5e+11;0.000511558;-1.30406e-05;1.09282e-05
-1e+11;0.000511558;3.67038e-05;0.000421526
-5e+10;0.000511558;-0.0682254;-0.0390352
0;0.000511558;-3.89088e-21;0
5e+10;0.000511558;-0.0682254;0.0390352
1e+11;0.000511558;3.67038e-05;-0.000421526
1.5e+11;0.000511558;-1.30406e-05;-1.09282e-05
2e+11;0.000511558;-5.95921e-07;1.15263e-07
2.5e+11;0.000511558;-1.60919e-09;4.9779e-08
-2.5e+11;0.000531156;-2.043e-09;-6.00967e-08
-2e+11;0.000531156;-6.9485e-07;-1.35217e-07
-1.5e+11;0.000531156;-1.46252e-05;1.22361e-05
-1e+11;0.000531156;3.96863e-05;0.000454732
-5e+10;0.000531156;-0.0708323;-0.0405286
0;0.000531156;-1.19111e-21;0
5e+10;0.000531156;-0.0708323;0.0405286
1e+11;0.000531156;3.96863e-05;-0.000454732
1.5e+11;0.000531156;-1.46252e-05;-1.22361e-05
2e+11;0.000531156;-6.9485e-07;1.35217e-07
2.5e+11;0.000531156;-2.043e-09;6.00967e-08
-2.5e+11;0.000550754;-2.57692e-09;-7.207e-08
-2e+11;0.000550754;-8.05914e-07;-1.57821e-07
-1.5e+11;0.000550754;-1.63366e-05;1.3645e-05
-1e+11;0.000550754;4.27979e-05;0.000489234
-5e+10;0.000550754;-0.0734386;-0.0420218
0;0.000550754;4.50498e-22;0
5e+10;0.000550754;-0.0734386;0.0420218
1e+11;0.000550754;4.27979e-05;-0.000489234
1.5e+11;0.000550754;-1.63366e-05;-1.3645e-05
2e+11;0.000550754;-8.05914e-07;1.57821e-07
2.5e+11;0.000550754;-2.57692e-09;7.207e-08
-2.5e+11;0.000570352;-3.22997e-09;-8.58948e-08
-2e+11;0.000570352;-9.30142e-07;-1.83338e-07
-1.5e+11;0.000570352;-1.81806e-05;1.51588e-05
-1e+11;0.000570352;4.60405e-05;0.00052504
-5e+10;0.000570352;-0.0760441;-0.0435149
0;0.000570352;2.83233e-22;0
5e+10;0.000570352;-0.0760441;0.0435149
1e+11;0.000570352;4.60405e-05;-0.00052504
1.5e+11;0.000570352;-1.81806e-05;-1.51588e-05
2e+11;0.000570352;-9.30142e-07;1.83338e-07
2.5e+11;0.000570352;-3.22997e-09;8.58948e-08
-2.5e+11;0.00058995;-4.02395e-09;-1.01783e-07
-2e+11;0.00058995;-1.06862e-06;-2.12054e-07
-1.5e+11;0.00058995;-2.01626e-05;1.67816e-05
-1e+11;0.00058995;4.94159e-05;0.000562156
-5e+10;0.00058995;-0.0786488;-0.0450078
0;0.00058995;3.16021e-20;0
5e+10;0.00058995;-0.0786488;0.0450078
1e+11;0.00058995;4.94159e-05;-0.000562156
1.5e+11;0.00058995;-2.01626e-05;-1.67816e-05
2e+11;0.00058995;-1.06862e-06;2.12054e-07
2.5e+11;0.00058995;-4.02395e-09;1.01783e-07
-2.5e+11;0.000609548;-4.9837e-09;-1.19964e-07
-2e+11;0.000609548;-1.22249e-06;-2.44274e-07
-1.5e+11;0.000609548;-2.22886e-05;1.85173e-05
-1e+11;0.000609548;5.29257e-05;0.000600589
-5e+10;0.000609548;-0.0812527;-0.0465005
0;0.000609548;-3.33607e-22;0
5e+10;0.000609548;-0.0812527;0.0465005
1e+11;0.000609548;5.29257e-05;-0.000600589
1.5e+11;0.000609548;-2.22886e-05;-1.85173e-05
2e+11;0.000609548;-1.22249e-06;2.44274e-07
2.5e+11;0.000609548;-4.9837e-09;1.19964e-07
-2.5e+11;0.000629146;-6.13736e-09;-1.40686e-07
-2e+11;0.000629146;-1.39295e-06;-2.80328e-07
-1.5e+11;0.000629146;-2.45644e-05;2.037e-05
-1e+11;0.000629146;5.65718e-05;0.000640348
-5e+10;0.000629146;-0.0838558;-0.0479931
0;0.000629146;-1.70817e-20;0
5e+10;0.000629146;-0.0838558;0.0479931
1e+11;0.000629146;5.65718e-05;-0.000640348
1.5e+11;0.000629146;-2.45644e-05;-2.037e-05
2e+11;0.000629146;-1.39295e-06;2.80328e-07
2.5e+11;0.000629146;-6.13736e-09;1.40686e-07
-2.5e+11;0.000648744;-7.51665e-09;-1.64214e-07
-2e+11;0.000648744;-1.58129e-06;-3.20573e-07
-1.5e+11;0.000648744;-2.6996e-05;2.23437e-05
-1e+11;0.000648744;6.03561e-05;0.00068144
-5e+10;0.000648744;-0.0864581;-0.0494855
0;0.000648744;6.76588e-23;0
5e+10;0.000648744;-0.0864581;0.0494855
1e+11;0.000648744;6.03561e-05;-0.00068144
1.5e+11;0.000648744;-2.6996e-05;-2.23437e-05
2e+11;0.000648744;-1.58129e-06;3.20573e-07
2.5e+11;0.000648744;-7.51665e-09;1.64214e-07
-2.5e+11;0.000668342;-9.15721e-09;-1.90835e-07
-2e+11;0.000668342;-1.78883e-06;-3.6539e-07
-1.5e+11;0.000668342;-2.95896e-05;2.44427e-05
-1e+11;0.000668342;6.42804e-05;0.000723875
-5e+10;0.000668342;-0.0890595;-0.0509779
0;0.000668342;-1.60681e-22;0
5e+10;0.000668342;-0.0890595;0.0509779
1e+11;0.000668342;6.42804e-05;-0.000723875
1.5e+11;0.000668342;-2.95896e-05;-2.44427e-05
2e+11;0.000668342;-1.78883e-06;3.6539e-07
2.5e+11;0.000668342;-9.15721e-09;1.90835e-07
-2.5e+11;0.00068794;-1.10988e-08;-2.2086e-07
-2e+11;0.00068794;-2.01701e-06;-4.1519e-07
-1.5e+11;0.00068794;-3.23515e-05;2.66711e-05
-1e+11;0.00068794;6.83465e-05;0.000767661
-5e+10;0.00068794;-0.0916601;-0.0524701
0;0.00068794;2.62281e-22;0
5e+10;0.00068794;-0.0916601;0.0524701
1e+11;0.00068794;6.83465e-05;-0.000767661
1.5e+11;0.00068794;-3.23515e-05;-2.66711e-05
2e+11;0.00068794;-2.01701e-06;4.1519e-07
2.5e+11;0.00068794;-1.10988e-08;2.2086e-07
-2.5e+11;0.000707538;-1.33858e-08;-2.54618e-07
-2e+11;0.000707538;-2.2673e-06;-4.70415e-07
-1.5e+11;0.000707538;-3.52882e-05;2.90332e-05
-1e+11;0.000707538;7.25564e-05;0.000812809
-5e+10;0.000707538;-0.0942598;-0.0539622
0;0.000707538;9.63313e-18;0
5e+10;0.000707538;-0.0942598;0.0539622
1e+11;0.000707538;7.25564e-05;-0.000812809
1.5e+11;0.000707538;-3.52882e-05;-2.90332e-05
2e+11;0.000707538;-2.2673e-06;4.70415e-07
2.5e+11;0.000707538;-1.33858e-08;2.54618e-07
-2.5e+11;0.000727136;-1.60671e-08;-2.92468e-07
-2e+11;0.000727136;-2.54128e-06;-5.31541e-07
-1.5e+11;0.000727136;-3.84062e-05;3.15334e-05
-1e+11;0.000727136;7.69118e-05;0.000859329
-5e+10;0.000727136;-0.0968586;-0.0554542
0;0.000727136;-5.43299e-18;0
5e+10;0.000727136;-0.0968586;0.0554542
1e+11;0.000727136;7.69118e-05;-0.000859329
1.5e+11;0.000727136;-3.84062e-05;-3.15334e-05
2e+11;0.000727136;-2.54128e-06;5.31541e-07
2.5e+11;0.000727136;-1.60671e-08;2.92468e-07
-2.5e+11;0.000746734;-1.91968e-08;-3.34792e-07
-2e+11;0.000746734;-2.84061e-06;-5.99079e-07
-1.5e+11;0.000746734;-4.17125e-05;3.41761e-05
-1e+11;0.000746734;8.14146e-05;0.000907231
-5e+10;0.000746734;-0.0994565;-0.0569462
0;0.000746734;1.75787e-19;0
5e+10;0.000746734;-0.0994565;0.0569462
1e+11;0.000746734;8.14146e-05;-0.000907231
1.5e+11;0.000746734;-4.17125e-05;-3.41761e-05
2e+11;0.000746734;-2.84061e-06;5.99079e-07
2.5e+11;0.000746734;-1.91968e-08;3.34792e-07
-2.5e+11;0.000766332;-2.28346e-08;-3.82e-07
-2e+11;0.000766332;-3.16704e-06;-6.73578e-07
-1.5e+11;0.000766332;-4.52139e-05;3.69658e-05
-1e+11;0.000766332;8.60667e-05;0.000956528
-5e+10;0.000766332;-0.102053;-0.0584381
0;0.000766332;-9.8714e-21;0
5e+10;0.000766332;-0.102053;0.0584381
1e+11;0.000766332;8.60667e-05;-0.000956528
1.5e+11;0.000766332;-4.52139e-05;-3.69658e-05
2e+11;0.000766332;-3.16704e-06;6.73578e-07
2.5e+11;0.000766332;-2.28346e-08;3.82e-07
-2.5e+11;0.00078593;-2.70454e-08;-4.34535e-07
-2e+11;0.00078593;-3.52242e-06;-7.55627e-07
-1.5e+11;0.00078593;-4.89176e-05;3.99071e-05
-1e+11;0.00078593;9.08699e-05;0.00100723
-5e+10;0.00078593;-0.104649;-0.05993
0;0.00078593;8.02955e-22;0
5e+10;0.00078593;-0.104649;0.05993
1e+11;0.00078593;9.08699e-05;-0.00100723
1.5e+11;0.00078593;-4.89176e-05;-3.99071e-05
2e+11;0.00078593;-3.52242e-06;7.55627e-07
2.5e+11;0.00078593;-2.70454e-08;4.34535e-07
-2.5e+11;0.000805528;-3.19005e-08;-4.92868e-07
-2e+11;0.000805528;-3.90869e-06;-8.45862e-07
-1.5e+11;0.000805528;-5.2831e-05;4.30047e-05
-1e+11;0.000805528;9.58259e-05;0.00105936
-5e+10;0.000805528;-0.107245;-0.0614219
0;0.000805528;-2.0698e-19;0
5e+10;0.000805528;-0.107245;0.0614219
1e+11;0.000805528;9.58259e-05;-0.00105936
1.5e+11;0.000805528;-5.2831e-05;-4.30047e-05
2e+11;0.000805528;-3.90869e-06;8.45862e-07
2.5e+11;0.000805528;-3.19005e-08;4.92868e-07
-2.5e+11;0.000825126;-3.7477e-08;-5.57508e-07
-2e+11;0.000825126;-4.32792e-06;-9.44963e-07
-1.5e+11;0.000825126;-5.69616e-05;4.62634e-05
-1e+11;0.000825126;0.000100937;0.00111292
-5e+10;0.000825126;-0.109839;-0.0629138
0;0.000825126;1.95917e-21;0
5e+10;0.000825126;-0.109839;0.0629138
1e+11;0.000825126;0.000100937;-0.00111292
1.5e+11;0.000825126;-5.69616e-05;-4.62634e-05
2e+11;0.000825126;-4.32792e-06;9.44963e-07
2.5e+11;0.000825126;-3.7477e-08;5.57508e-07
-2.5e+11;0.000844724;-4.38588e-08;-6.29e-07
-2e+11;0.000844724;-4.78229e-06;-1.05366e-06
-1.5e+11;0.000844724;-6.13173e-05;4.96881e-05
-1e+11;0.000844724;0.000106204;0.00116792
-5e+10;0.000844724;-0.112432;-0.0644058
0;0.000844724;-6.69702e-21;0
5e+10;0.000844724;-0.112432;0.0644058
1e+11;0.000844724;0.000106204;-0.00116792
1.5e+11;0.000844724;-6.13173e-05;-4.96881e-05
2e+11;0.000844724;-4.78229e-06;1.05366e-06
2.5e+11;0.000844724;-4.38588e-08;6.29e-07
-2.5e+11;0.000864322;-5.11363e-08;-7.07928e-07
-2e+11;0.000864322;-5.2741e-06;-1.17275e-06
-1.5e+11;0.000864322;-6.59062e-05;5.32839e-05
-1e+11;0.000864322;0.000111629;0.00122439
-5e+10;0.000864322;-0.115024;-0.0658978
0;0.000864322;1.72966e-20;0
5e+10;0.000864322;-0.115024;0.0658978
1e+11;0.000864322;0.000111629;-0.00122439
1.5e+11;0.000864322;-6.59062e-05;-5.32839e-05
2e+11;0.000864322;-5.2741e-06;1.17275e-06
2.5e+11;0.000864322;-5.11363e-08;7.07928e-07
-2.5e+11;0.00088392;-5.94071e-08;-7.94921e-07
-2e+11;0.00088392;-5.80578e-06;-1.30307e-06
-1.5e+11;0.00088392;-7.07365e-05;5.7056e-05
-1e+11;0.00088392;0.000117214;0.00128235
-5e+10;0.00088392;-0.117615;-0.0673899
0;0.00088392;3.03165e-20;0
5e+10;0.00088392;-0.117615;0.0673899
1e+11;0.00088392;0.000117214;-0.00128235
1.5e+11;0.00088392;-7.07365e-05;-5.7056e-05
2e+11;0.00088392;-5.80578e-06;1.30307e-06
2.5e+11;0.00088392;-5.94071e-08;7.94921e-07
-2.5e+11;0.000903518;-6.87755e-08;-8.90652e-07
-2e+11;0.000903518;-6.37992e-06;-1.44552e-06
-1.5e+11;0.000903518;-7.58169e-05;6.10097e-05
-1e+11;0.000903518;0.000122961;0.0013418
-5e+10;0.000903518;-0.120205;-0.0688821
0;0.000903518;1.35899e-20;0
5e+10;0.000903518;-0.120205;0.0688821
1e+11;0.000903518;0.000122961;-0.0013418
1.5e+11;0.000903518;-7.58169e-05;-6.10097e-05
2e+11;0.000903518;-6.37992e-06;1.44552e-06
2.5e+11;0.000903518;-6.87755e-08;8.90652e-07
-2.5e+11;0.000923116;-7.93535e-08;-9.95846e-07
-2e+11;0.000923116;-6.99924e-06;-1.60109e-06
-1.5e+11;0.000923116;-8.11564e-05;6.51505e-05
-1e+11;0.000923116;0.00012887;0.00140276
-5e+10;0.000923116;-0.122794;-0.0703745
0;0.000923116;-5.98927e-21;0
5e+10;0.000923116;-0.122794;0.0703745
1e+11;0.000923116;0.00012887;-0.00140276
1.5e+11;0.000923116;-8.11564e-05;-6.51505e-05
2e+11;0.000923116;-6.99924e-06;1.60109e-06
2.5e+11;0.000923116;-7.93535e-08;9.95846e-07
-2.5e+11;0.000942714;-9.12601e-08;-1.11128e-06
-2e+11;0.000942714;-7.66666e-06;-1.77083e-06
-1.5e+11;0.000942714;-8.6764e-05;6.9484e-05
-1e+11;0.000942714;0.000134944;0.00146526
-5e+10;0.000942714;-0.125382;-0.0718671
0;0.000942714;-2.65136e-21;0
5e+10;0.000942714;-0.125382;0.0718671
1e+11;0.000942714;0.000134944;-0.00146526
1.5e+11;0.000942714;-8.6764e-05;-6.9484e-05
2e+11;0.000942714;-7.66666e-06;1.77083e-06
2.5e+11;0.000942714;-9.12601e-08;1.11128e-06
-2.5e+11;0.000962312;-1.04622e-07;-1.2378e-06
-2e+11;0.000962312;-8.38523e-06;-1.95586e-06
-1.5e+11;0.000962312;-9.26495e-05;7.40162e-05
-1e+11;0.000962312;0.000141183;0.00152932
-5e+10;0.000962312;-0.127969;-0.0733599
0;0.000962312;-1.84461e-20;0
5e+10;0.000962312;-0.127969;0.0733599
1e+11;0.000962312;0.000141183;-0.00152932
1.5e+11;0.000962312;-9.26495e-05;-7.40162e-05
2e+11;0.000962312;-8.38523e-06;1.95586e-06
2.5e+11;0.000962312;-1.04622e-07;1.2378e-06
-2.5e+11;0.00098191;-1.19573e-07;-1.3763e-06
-2e+11;0.00098191;-9.15823e-06;-2.15739e-06
-1.5e+11;0.00098191;-9.88227e-05;7.8753e-05
-1e+11;0.00098191;0.000147589;0.00159496
-5e+10;0.00098191;-0.130555;-0.0748529
0;0.00098191;-4.70697e-21;0
5e+10;0.00098191;-0.130555;0.0748529
1e+11;0.00098191;0.000147589;-0.00159496
1.5e+11;0.00098191;-9.88227e-05;-7.8753e-05
2e+11;0.00098191;-9.15823e-06;2.15739e-06
2.5e+11;0.00098191;-1.19573e-07;1.3763e-06
